Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,8,0,8,0.0%,4-16,20.0%,75-112,40.1%,0-3,0.0%,8,68.1%,14.0%,5.8%,4.1%,59.3%,64.1%,49.4%,58.1%,31.1%,45.0%,0.74,R32 (8x)
2022,39,19,20,48.7%,40-45,47.1%,405-445,47.6%,13-5,72.2%,39,75.6%,19.0%,5.2%,4.1%,61.3%,70.4%,49.1%,62.2%,36.4%,49.4%,0.96,F (Istanbul)
2021,27,10,17,37.0%,24-40,37.5%,305-343,47.1%,4-9,30.8%,27,77.2%,17.2%,6.8%,4.9%,61.3%,71.1%,46.6%,61.6%,35.4%,48.5%,0.92,F (Cherbourg)
2020,11,5,6,45.5%,12-17,41.4%,139-147,48.6%,0-3,0.0%,11,77.5%,20.6%,5.8%,4.8%,59.1%,74.6%,45.6%,62.7%,36.9%,49.8%,0.99,SF (Prague)
2019,43,22,21,51.2%,47-54,46.5%,501-517,49.2%,10-11,47.6%,42,76.2%,22.0%,6.0%,4.1%,64.5%,70.3%,46.7%,61.9%,36.3%,49.3%,0.95,SF (Cassis)
2018,44,27,17,61.4%,56-44,56.0%,497-478,51.0%,10-4,71.4%,43,80.1%,21.9%,6.9%,4.0%,61.7%,72.2%,50.9%,64.1%,38.1%,50.8%,1.06,W (Prague)
2017,27,14,13,51.9%,33-32,50.8%,327-319,50.6%,4-7,36.4%,27,77.0%,24.6%,6.0%,4.7%,61.6%,72.6%,44.5%,61.8%,38.6%,50.1%,1.01,SF (Barletta)
2016,16,9,7,56.3%,21-16,56.8%,189-178,51.5%,5-3,62.5%,16,83.9%,18.4%,7.1%,4.9%,61.0%,72.2%,53.0%,64.7%,36.8%,50.7%,1.04,QF (4x)
2015,3,1,2,33.3%,3-4,42.9%,37-40,48.1%,2-1,66.7%,3,88.9%,7.9%,15.9%,2.2%,63.8%,80.4%,56.0%,71.6%,33.6%,50.6%,1.18,R16 (Bratislava)
2014,13,12,1,92.3%,25-7,78.1%,184-116,61.3%,2-2,50.0%,13,88.0%,34.2%,6.3%,3.8%,58.7%,74.5%,52.9%,65.5%,42.9%,54.3%,1.24,W (2x)
2013,17,12,5,70.6%,28-16,63.6%,243-193,55.7%,4-3,57.1%,17,84.7%,26.9%,8.1%,4.5%,57.9%,78.4%,49.2%,66.1%,38.9%,52.4%,1.15,F (Bratislava)
2012,23,14,9,60.9%,32-23,58.2%,289-273,51.4%,9-6,60.0%,23,85.1%,16.9%,10.2%,3.0%,59.8%,75.1%,53.0%,66.2%,35.2%,50.5%,1.04,W (Bratislava)
2011,41,29,12,70.7%,62-34,64.6%,530-456,53.8%,18-8,69.2%,41,82.5%,24.7%,8.9%,4.2%,60.4%,75.2%,49.5%,65.0%,38.3%,51.8%,1.10,W (2x)
2010,50,28,22,56.0%,62-52,54.4%,587-536,52.3%,6-10,37.5%,50,79.1%,26.1%,10.1%,3.6%,57.9%,73.3%,50.3%,63.6%,39.7%,51.2%,1.09,W (Ostrava)
2009,52,25,27,48.1%,55-60,47.8%,558-558,50.0%,9-13,40.9%,0,,,,,,,,,,,,W (Bergamo)
2008,35,19,16,54.3%,41-38,51.9%,390-372,51.2%,2-6,25.0%,0,,,,,,,,,,,,W (Kosice)
2007,22,9,13,40.9%,22-27,44.9%,233-254,47.8%,6-4,60.0%,0,,,,,,,,,,,,QF (2x)
2006,4,2,2,50.0%,4-5,44.4%,37-44,45.7%,1-0,100.0%,0,,,,,,,,,,,,R16 (2x)
2005,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,0,,,,,,,,,,,,R32 (Budaors)
Career,476,257,219,54.0%,571-532,51.8%,5528-5393,50.6%,105-98,51.7%,360,79.6%,22.2%,7.5%,4.1%,60.7%,72.7%,49.2%,63.5%,37.5%,50.4%,1.03,
