Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2019 Davis Cup Qualifiers RR,L vs Haase,4.5,4.9,3.9,35.3%,41.7%,42.9%,54.5%,59.6%,21.6%,1.5,1.5,-6.5,-11.4
2018 Moscow R16,L vs Khachanov,3.3,3.5,3.1,40.7%,50.0%,66.7%,57.1%,43.8%,21.4%,7.5,8.7,-14.5,-15.8
2016 Australian Open R32,L vs Wawrinka,3.1,3.2,3.0,43.9%,43.3%,25.0%,58.3%,49.7%,19.4%,4.5,4.8,-6.5,-8.6
2016 Auckland QF,L vs Ferrer,4.2,4.1,4.2,46.7%,37.9%,23.5%,100.0%,52.6%,28.3%,-3.0,-3.2,-8.5,-13.3
2015 Vienna QF,L vs Monfils,3.1,3.5,2.7,46.5%,47.5%,61.5%,50.0%,60.6%,20.2%,14.5,11.7,5.0,7.6
2015 Vienna R16,W vs Tsonga,3.3,3.1,3.4,47.1%,68.6%,46.2%,66.7%,57.1%,23.5%,8.5,8.4,6.0,9.7
2015 Geneva R16,L vs Wawrinka,3.3,3.4,3.3,50.5%,51.4%,27.3%,28.6%,45.5%,23.1%,11.5,14.9,-8.0,-10.7
2015 Munich QF,L vs Murray,4.4,4.5,4.3,46.4%,42.6%,57.1%,52.4%,52.0%,13.7%,9.5,6.1,-1.5,-1.2
2015 Bucharest QF,L vs Garcia Lopez,4.6,4.5,4.8,46.3%,50.0%,50.0%,54.2%,50.6%,15.2%,8.5,5.7,7.5,5.6
2014 Stuttgart R32,W vs Zverev,3.4,3.4,3.5,52.5%,48.6%,52.6%,57.1%,55.3%,22.8%,-7.5,-5.5,2.5,2.8
2014 Wimbledon R64,L vs Nadal,3.1,3.2,3.0,50.0%,36.5%,57.9%,33.3%,59.6%,17.5%,17.0,10.3,1.0,1.1
2014 Bucharest F,L vs Dimitrov,4.0,4.2,3.6,46.8%,34.5%,50.0%,20.0%,53.7%,25.5%,-5.0,-5.0,-5.0,-7.1
2013 Doha R32,L vs Nadal,4.0,3.7,4.3,45.8%,44.1%,57.9%,27.3%,59.2%,19.8%,6.0,3.8,-3.0,-3.4
2013 Paris R32,L vs Ferrer,4.2,4.3,4.1,43.8%,61.3%,40.0%,35.7%,46.5%,16.5%,3.0,2.6,0.5,0.4
2013 Miami R64,L vs Djokovic,3.0,3.8,2.3,32.8%,36.8%,40.0%,40.0%,52.0%,17.0%,0.0,0.0,5.5,14.1
2012 Wimbledon R64,W vs Nadal,3.0,3.1,2.8,48.0%,66.0%,56.3%,18.2%,59.6%,21.3%,18.5,10.1,3.0,3.0
Career (16 matches),,3.6,3.7,3.5,46.1%,48.1%,47.8%,46.7%,53.8%,20.0%,5.9,5.0,-1.4,-1.7
