Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2019 Davis Cup Qualifiers RR,L vs Haase,3.8%,100.0%,16.0%,68.8%,6.5%,12.0%,0.0%,7.5%,25.0%,2.2%,25.0%,36,22
2018 Moscow R16,L vs Khachanov,2.9%,0.0%,7.6%,50.0%,10.8%,16.7%,0.0%,1.7%,0.0%,1.9%,50.0%,31,28
2016 Australian Open R32,L vs Wawrinka,0.0%,-,10.2%,63.2%,17.9%,20.0%,25.0%,6.8%,11.1%,1.5%,0.0%,49,48
2016 Auckland QF,L vs Ferrer,9.6%,60.0%,14.3%,68.8%,10.7%,15.0%,0.0%,7.0%,50.0%,3.1%,50.0%,39,37
2015 Vienna QF,L vs Monfils,3.4%,33.3%,15.6%,58.6%,22.3%,32.5%,0.0%,9.5%,30.0%,0.5%,0.0%,49,24
2015 Vienna R16,W vs Tsonga,1.6%,0.0%,19.9%,78.1%,20.3%,32.4%,12.5%,17.6%,66.7%,1.0%,0.0%,34,38
2015 Geneva R16,L vs Wawrinka,10.1%,87.5%,19.2%,66.7%,26.6%,35.7%,83.3%,4.3%,20.0%,3.1%,50.0%,86,70
2015 Munich QF,L vs Murray,1.0%,100.0%,12.8%,82.6%,12.4%,20.5%,25.0%,9.1%,33.3%,2.5%,50.0%,34,19
2015 Bucharest QF,L vs Garcia Lopez,0.0%,-,7.8%,76.9%,16.3%,20.4%,0.0%,11.5%,33.3%,3.8%,41.7%,16,-5
2014 Stuttgart R32,W vs Zverev,2.5%,50.0%,10.1%,66.7%,14.3%,15.0%,0.0%,4.8%,42.9%,0.4%,0.0%,73,83
2014 Wimbledon R64,L vs Nadal,3.8%,25.0%,9.0%,59.1%,24.8%,45.8%,14.3%,14.0%,33.3%,0.0%,-,110,105
2014 Bucharest F,L vs Dimitrov,9.0%,71.4%,15.2%,65.0%,12.5%,16.1%,28.6%,6.3%,18.2%,1.5%,33.3%,111,72
2013 Doha R32,L vs Nadal,2.5%,0.0%,8.8%,64.3%,18.6%,33.3%,7.7%,8.5%,0.0%,2.2%,0.0%,99,60
2013 Paris R32,L vs Ferrer,0.0%,-,5.0%,71.4%,12.0%,25.9%,0.0%,7.3%,60.0%,0.0%,-,40,44
2013 Miami R64,L vs Djokovic,0.0%,-,6.5%,50.0%,16.2%,30.0%,0.0%,14.8%,66.7%,0.0%,-,-8,15
2012 Wimbledon R64,W vs Nadal,4.3%,100.0%,7.6%,81.0%,28.7%,32.6%,9.1%,10.3%,12.5%,1.3%,50.0%,143,146
Career (16 matches),,3.4%,61.9%,11.3%,68.1%,17.5%,26.1%,15.9%,8.5%,26.6%,1.6%,35.0%,63,54
