Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,162,63,99,38.9%,161-243,39.9%,1842-2124,46.4%,36-41,46.8%,152,77.3%,15.2%,8.6%,4.5%,57.6%,71.9%,49.1%,62.2%,33.4%,48.2%,0.88
Clay,101,53,48,52.5%,139-126,52.5%,1316-1305,50.2%,31-21,59.6%,95,79.2%,20.7%,6.9%,3.4%,58.5%,71.8%,50.4%,62.9%,36.0%,49.9%,0.97
Grass,21,8,13,38.1%,32-40,44.4%,373-399,48.3%,10-9,52.6%,21,84.4%,12.2%,8.6%,4.3%,62.4%,75.3%,51.8%,66.5%,30.9%,49.0%,0.92
Grand Slams,41,16,25,39.0%,66-87,43.1%,729-816,47.2%,18-20,47.4%,41,79.7%,14.7%,8.6%,4.4%,58.5%,73.7%,49.0%,63.4%,32.4%,48.5%,0.89
Masters,42,14,28,33.3%,40-62,39.2%,446-530,45.7%,5-7,41.7%,42,75.8%,15.9%,6.2%,4.4%,56.9%,70.5%,48.9%,61.2%,33.2%,47.7%,0.86
Other Tours,177,80,97,45.2%,182-224,44.8%,1942-2098,48.1%,47-39,54.7%,176,78.6%,17.3%,8.2%,3.9%,58.4%,72.1%,50.0%,62.9%,34.6%,49.0%,0.93
Best of 5,53,22,31,41.5%,89-113,44.1%,974-1060,47.9%,22-24,47.8%,45,80.2%,14.9%,8.4%,4.3%,58.8%,73.6%,49.5%,63.7%,32.6%,48.7%,0.90
Best of 3,231,102,129,44.2%,243-296,45.1%,2557-2768,48.0%,55-47,53.9%,223,78.2%,17.4%,7.8%,4.0%,58.3%,71.7%,49.9%,62.6%,34.5%,48.9%,0.92
Finals,4,2,2,50.0%,5-5,50.0%,47-51,48.0%,1-1,50.0%,4,79.2%,16.7%,8.8%,2.7%,57.0%,71.8%,47.2%,61.2%,30.9%,47.5%,0.80
Semi-finals,6,4,2,66.7%,10-6,62.5%,84-71,54.2%,1-1,50.0%,6,84.4%,23.7%,8.9%,2.5%,60.9%,71.0%,59.0%,66.3%,36.6%,51.9%,1.09
Quarter-finals,19,6,13,31.6%,15-29,34.1%,189-222,46.0%,3-3,50.0%,18,75.0%,16.4%,6.8%,3.1%,57.4%,69.9%,47.8%,60.5%,34.7%,48.4%,0.88
vs Righties,250,108,142,43.2%,288-360,44.4%,3054-3349,47.7%,70-56,55.6%,235,78.0%,16.8%,7.8%,4.2%,58.1%,71.8%,49.6%,62.5%,34.1%,48.7%,0.91
vs Lefties,33,15,18,45.5%,42-49,46.2%,465-472,49.6%,7-15,31.8%,32,83.4%,16.7%,9.3%,3.3%,60.5%,74.4%,50.6%,65.0%,33.2%,49.6%,0.95
vs Top 10,30,4,26,13.3%,21-62,25.3%,320-459,41.1%,2-8,20.0%,30,71.1%,12.9%,6.4%,4.1%,58.2%,68.2%,47.1%,59.4%,31.1%,45.7%,0.76
