Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,16,7,9,43.8%,15,6,9,40.0%,2011,2023,R32,16,0.89,9.0%,3.9%,56.8%,72.4%,50.1%,62.7%,33.3%,63.2%,33.6%
Roland Garros,12,Clay,28,15,13,53.6%,13,2,11,15.4%,2009,2021,R32,24,0.96,7.2%,3.3%,59.5%,69.8%,50.9%,62.1%,36.3%,61.7%,44.5%
Wimbledon,12,Grass,25,13,12,52.0%,20,14,6,70.0%,2009,2022,R32,20,0.97,8.5%,4.4%,62.4%,75.9%,49.6%,66.0%,33.1%,62.9%,36.1%
US Open,12,Hard,22,10,12,45.5%,8,3,5,37.5%,2009,2021,R64,18,0.89,8.3%,5.8%,52.4%,71.7%,47.7%,60.3%,35.5%,67.3%,40.7%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2016,2016,R64,1,1.04,3.6%,3.6%,51.8%,65.1%,57.5%,61.4%,40.0%,60.0%,30.0%
Davis Cup,10,,24,14,10,58.3%,12,7,5,58.3%,2011,2020,,9,1.10,7.4%,3.3%,64.7%,71.7%,54.9%,65.8%,37.5%,68.1%,43.9%
Miami Masters,9,Hard,14,5,9,35.7%,5,3,2,60.0%,2010,2019,R32,14,0.88,7.0%,4.3%,55.4%,71.3%,50.4%,62.0%,33.4%,66.0%,30.0%
Dubai,7,Hard,17,10,7,58.8%,8,6,2,75.0%,2011,2017,QF,17,1.03,8.8%,5.8%,53.4%,74.5%,51.4%,63.7%,37.2%,65.7%,42.0%
Indian Wells Masters,7,Hard,11,4,7,36.4%,6,2,4,33.3%,2012,2019,R16,11,0.86,6.4%,5.4%,57.2%,71.3%,47.6%,61.1%,33.6%,63.1%,44.2%
Moscow,6,Hard,18,12,6,66.7%,10,5,5,50.0%,2011,2019,QF,18,1.04,8.7%,3.8%,62.0%,72.1%,54.2%,65.3%,36.2%,61.2%,35.8%
Vienna,6,Hard,15,9,6,60.0%,7,2,5,28.6%,2009,2016,SF,13,1.07,10.5%,4.0%,64.5%,74.9%,52.5%,67.0%,35.2%,58.6%,43.8%
Hamburg,6,Clay,15,8,7,53.3%,9,4,5,44.4%,2010,2015,QF,15,1.03,8.0%,2.7%,58.2%,74.4%,50.1%,64.2%,36.7%,70.8%,36.5%
