Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
9,Teymuraz Gabashvili [RUS],5,4,55.6%,4,2,2,50.0%,2008,2017,5,1.03,7.8%,4.4%,58.1%,71.3%,46.6%,60.9%,40.2%,53.1%,37.8%
9,Daniel Brands [GER],5,4,55.6%,3,3,0,100.0%,2006,2015,6,1.24,12.5%,4.7%,61.6%,79.3%,56.1%,70.4%,36.7%,63.2%,34.1%
8,Robin Haase [NED],6,2,75.0%,3,1,2,33.3%,2012,2022,8,1.10,8.3%,5.1%,57.1%,74.0%,55.4%,66.0%,37.4%,61.4%,49.1%
8,Viktor Troicki [SRB],3,5,37.5%,3,1,2,33.3%,2012,2019,7,0.86,6.2%,4.1%,57.2%,71.1%,46.4%,60.5%,34.1%,60.4%,36.4%
7,Steve Darcis [BEL],2,5,28.6%,2,0,2,0.0%,2009,2019,5,0.89,10.7%,4.8%,58.7%,74.9%,45.5%,62.7%,33.2%,56.0%,35.5%
7,Guillermo Garcia Lopez [ESP],4,3,57.1%,2,1,1,50.0%,2013,2019,7,1.00,5.1%,3.8%,59.8%,69.1%,47.4%,60.4%,39.5%,50.0%,45.7%
7,Denis Istomin [UZB],5,2,71.4%,4,3,1,75.0%,2010,2019,7,0.97,4.8%,3.7%,57.4%,75.1%,50.2%,64.5%,34.3%,68.1%,37.8%
6,Filip Horansky [SVK],4,2,66.7%,2,2,0,100.0%,2018,2022,6,1.00,2.7%,3.1%,66.2%,66.9%,46.4%,60.0%,40.2%,54.5%,41.9%
6,Ernests Gulbis [LAT],4,2,66.7%,4,3,1,75.0%,2007,2020,5,1.15,10.0%,4.6%,58.9%,73.8%,64.4%,69.9%,34.5%,79.2%,28.6%
6,Jo Wilfried Tsonga [FRA],2,4,33.3%,1,1,0,100.0%,2012,2019,5,0.90,7.0%,4.6%,59.4%,70.9%,51.5%,63.0%,33.3%,51.7%,32.3%
6,Elias Ymer [SWE],3,3,50.0%,2,1,1,50.0%,2015,2019,6,1.03,5.3%,5.7%,58.9%,72.5%,48.9%,62.8%,38.4%,60.0%,42.4%
6,Benoit Paire [FRA],2,4,33.3%,3,2,1,66.7%,2012,2019,6,0.87,4.2%,3.6%,59.8%,67.9%,52.2%,61.6%,33.6%,58.1%,36.4%
6,Dustin Brown [GER],2,4,33.3%,2,1,1,50.0%,2009,2018,4,1.19,9.4%,6.0%,54.7%,79.5%,57.0%,69.3%,36.7%,66.7%,42.1%
6,Adrian Mannarino [FRA],3,3,50.0%,3,1,2,33.3%,2007,2017,5,0.97,9.4%,3.3%,63.6%,71.4%,53.8%,65.0%,34.0%,72.4%,37.5%
6,Marius Copil [ROU],3,3,50.0%,5,1,4,20.0%,2011,2017,5,0.93,8.5%,5.0%,56.0%,76.0%,55.0%,66.8%,30.8%,50.0%,50.0%
