Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2019 Dubai R32,L vs Kerber,7.8%,16.7%,47.5%,10.6%,19.7%,40.7%,53.3%,30.6%,33.3%,0.0%,9.5%,66.7%,88.9%,25.0%,0.0%,-119
2019 Dubai R64,W vs Diyas,12.0%,14.7%,54.1%,15.9%,20.5%,56.8%,52.2%,47.6%,66.7%,7.7%,7.7%,50.0%,0.0%,82.4%,100.0%,-44
2018 Birmingham QF,L vs Rybarikova,19.0%,36.2%,41.3%,22.2%,36.1%,39.3%,43.8%,60.0%,83.3%,14.3%,38.1%,44.4%,9.1%,70.0%,100.0%,-49
2017 Mumbai 125K F,L vs Sabalenka,25.5%,30.9%,35.1%,29.0%,38.7%,40.9%,20.0%,56.3%,50.0%,25.0%,25.0%,26.7%,44.4%,27.3%,50.0%,97
2016 ITF Darmstadt R16,W vs Grammatikopoulou,14.6%,22.0%,52.9%,15.8%,26.3%,56.3%,23.8%,44.4%,100.0%,13.0%,13.0%,45.0%,20.0%,75.0%,100.0%,-7
Career (5 matches),,14.7%,22.8%,47.6%,17.1%,26.5%,47.4%,41.0%,45.0%,64.7%,11.7%,18.0%,48.0%,30.2%,56.9%,46.2%,0
