Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Karlsruhe R32,L vs Siegemund,0.73,0.42,29.7,2.2,-,30.8%,-,54.2%,28.0%,40.0%
2019 Wimbledon R128,L vs Flipkens,0.86,0.56,35.9,2.2,-,46.4%,-,42.3%,25.9%,48.0%
2019 Prague R32,L vs Siniakova,0.97,0.56,38.9,2.1,9.1%,40.9%,0.0%,28.6%,25.9%,50.0%
2019 Monterrey R16,L vs Flipkens,0.83,0.63,41.7,2.3,0.0%,58.1%,7.1%,50.0%,48.4%,20.7%
2019 Monterrey R32,W vs Dart,1.06,1.56,41.3,2.1,6.9%,62.1%,0.0%,57.7%,65.5%,51.9%
2019 Miami R128,L vs Williams,0.92,0.74,47.3,3.3,0.0%,50.0%,3.2%,41.9%,37.1%,50.0%
2019 Acapulco R32,L vs Babos,0.87,0.87,81.8,8.4,-,65.6%,-,50.0%,50.9%,32.7%
2019 Dubai R32,L vs Kerber,0.99,0.83,57.1,3.9,2.2%,52.2%,0.0%,47.7%,35.3%,48.4%
2019 Dubai R64,W vs Diyas,1.18,1.34,54.3,4.3,0.0%,55.3%,0.0%,56.8%,50.0%,50.0%
2019 Fed Cup RR,W vs Gorgodze,0.90,1.27,49.9,3.6,3.7%,59.3%,0.0%,62.5%,57.5%,52.8%
2019 Fed Cup RR,L vs Sakkari,1.00,0.82,67.8,16.1,0.0%,55.2%,0.0%,55.4%,31.9%,41.9%
2019 Fed Cup RR,L vs Bondar,0.93,0.65,54.8,4.4,-,57.1%,-,70.3%,30.8%,20.0%
2019 Fed Cup RR,L vs Konta,1.06,0.85,67.2,3.6,0.0%,46.5%,0.0%,35.9%,44.7%,50.0%
2019 Australian Open R128,L vs Giorgi,0.91,0.43,32.1,2.1,10.0%,40.0%,6.3%,43.8%,30.8%,24.0%
2019 Hobart R32,L vs Flipkens,0.92,0.79,60.6,2.8,2.6%,57.9%,0.0%,43.2%,36.1%,48.5%
2018 Mumbai SF,L vs Khromacheva,0.84,0.76,51.4,3.2,2.5%,52.5%,0.0%,56.8%,44.4%,37.5%
2018 Mumbai QF,W vs Lu,1.17,1.79,37.5,2.1,6.7%,66.7%,0.0%,76.9%,40.0%,47.8%
2018 Mumbai R16,W vs Sharipova,1.15,1.43,51.2,2.3,0.0%,58.6%,0.0%,46.2%,51.9%,66.7%
2018 Mumbai R32,W vs Kudermetova,1.02,1.41,53.8,2.6,14.3%,60.7%,0.0%,61.5%,60.5%,47.4%
2018 Luxembourg R16,L vs Gasparyan,0.92,0.71,56.0,2.4,3.4%,48.3%,0.0%,40.7%,38.7%,46.7%
2019 (15 matches),,0.95,0.81,54.5,3.1,1.6%,53.5%,0.8%,50.0%,40.7%,41.7%
2018 (32 matches),,1.00,1.02,57.4,2.7,3.6%,55.5%,3.0%,56.0%,45.7%,43.9%
2017 (31 matches),,0.98,1.00,56.7,2.9,0.8%,54.5%,0.9%,55.3%,44.7%,47.5%
2016 (43 matches),,1.03,1.12,59.4,2.8,1.8%,56.0%,0.6%,53.9%,48.6%,49.2%
2015 (16 matches),,1.00,1.01,55.6,2.6,0.4%,52.7%,0.0%,52.1%,49.9%,45.9%
Career (153 matches),,1.00,1.01,57.1,2.8,1.8%,54.5%,1.1%,53.6%,46.2%,46.6%
