Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2019 Dubai R32,L vs Kerber,70.8%,45.7%,4.6%,2/1,2.26,2.5%,68.6%,45.8%,2.9%,2.25,3.4%,91.7%,45.5%,8.3%,2.30,0.0%
2019 Dubai R64,W vs Diyas,72.7%,64.6%,0.0%,0/0,2.74,0.0%,76.2%,65.6%,0.0%,2.65,0.0%,72.7%,62.5%,0.0%,2.87,0.0%
2018 Birmingham QF,L vs Rybarikova,60.4%,46.9%,5.7%,2/1,2.65,13.0%,48.5%,50.0%,3.0%,2.65,14.3%,80.0%,43.8%,10.0%,2.64,11.1%
2017 Mumbai 125K F,L vs Sabalenka,69.8%,43.2%,11.3%,1/5,2.65,5.4%,71.4%,50.0%,3.6%,2.84,9.1%,70.8%,35.3%,20.8%,2.39,0.0%
2016 ITF Darmstadt R16,W vs Grammatikopoulou,75.3%,65.5%,6.5%,0/5,2.36,0.0%,81.3%,64.1%,6.3%,2.37,0.0%,82.6%,68.4%,8.7%,2.34,0.0%
Career (5 matches),,70.4%,54.8%,5.4%,29.4%,2.49,3.4%,70.4%,57.3%,3.2%,2.48,4.2%,79.6%,51.1%,9.7%,2.52,2.0%
