Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Indian Wells QF,W vs Fils,4.4%,50.0%,6.7%,75.0%,10.9%,15.8%,0.0%,10.0%,33.3%,1.8%,66.7%,-27,6
2026 Indian Wells R32,W vs Nakashima,3.5%,66.7%,8.7%,77.8%,19.3%,44.4%,0.0%,8.7%,27.8%,2.2%,50.0%,-37,9
2026 Indian Wells R64,W vs Berrettini,0.0%,-,15.3%,86.7%,15.1%,8.7%,0.0%,12.5%,60.0%,1.8%,100.0%,23,-31
2026 Australian Open SF,L vs Alcaraz,1.1%,50.0%,12.7%,52.0%,14.6%,20.0%,0.0%,9.5%,17.9%,0.4%,100.0%,-48,-8
2026 Australian Open QF,W vs Tien,10.2%,72.7%,12.2%,75.0%,18.6%,26.3%,14.3%,8.3%,22.2%,0.3%,0.0%,-47,-7
2026 United Cup RR,L vs Hurkacz,0.0%,-,6.4%,71.4%,12.7%,31.3%,0.0%,9.8%,28.6%,0.6%,100.0%,-67,-37
2026 United Cup RR,W vs Griekspoor,18.2%,83.3%,14.3%,61.5%,32.1%,20.0%,0.0%,11.1%,22.2%,0.0%,-,93,72
2025 Tour Finals RR,L vs Auger Aliassime,13.0%,77.8%,13.2%,80.0%,7.8%,12.5%,0.0%,9.3%,29.4%,0.0%,-,-18,-12
2025 Tour Finals RR,L vs Sinner,2.2%,100.0%,12.5%,66.7%,15.0%,18.5%,0.0%,19.6%,28.6%,0.0%,-,-4,-3
2025 Tour Finals RR,W vs Shelton,0.0%,-,7.2%,77.8%,19.4%,18.2%,20.0%,7.4%,14.3%,0.0%,-,-88,-22
2025 Paris SF,L vs Sinner,0.0%,-,5.0%,50.0%,3.6%,4.2%,0.0%,6.6%,8.0%,0.0%,-,-11,-68
2025 Vienna F,L vs Sinner,1.1%,100.0%,9.7%,61.1%,14.6%,15.9%,100.0%,3.2%,10.0%,0.9%,0.0%,-60,-17
2025 Beijing QF,L vs Medvedev,24.6%,78.6%,26.6%,69.0%,5.0%,11.1%,0.0%,2.9%,4.3%,1.0%,50.0%,30,-36
2025 Cincinnati SF,L vs Alcaraz,0.0%,-,8.0%,88.9%,4.7%,4.8%,0.0%,5.5%,10.0%,0.0%,-,2,-14
2025 Canada SF,L vs Khachanov,0.0%,-,13.0%,74.1%,8.8%,16.7%,0.0%,4.7%,15.8%,0.7%,33.3%,-62,-28
2025 Wimbledon R128,L vs Rinderknech,1.3%,50.0%,8.8%,53.1%,17.3%,11.1%,0.0%,12.6%,33.3%,0.5%,100.0%,-53,-22
2025 Halle SF,L vs Medvedev,9.5%,70.0%,11.3%,73.1%,8.8%,13.0%,40.0%,5.8%,14.3%,1.1%,40.0%,-46,-43
2025 Stuttgart F,L vs Fritz,0.0%,-,4.9%,16.7%,9.7%,0.0%,0.0%,10.0%,33.3%,0.6%,100.0%,41,50
2025 Roland Garros QF,L vs Djokovic,1.0%,100.0%,19.4%,58.1%,8.6%,15.0%,0.0%,6.2%,26.3%,0.4%,50.0%,-77,-71
2025 Rome QF,L vs Musetti,8.5%,83.3%,27.9%,53.7%,7.1%,9.8%,8.3%,4.7%,15.4%,0.0%,-,-64,-51
Career (328 matches),,2.5%,72.0%,11.7%,65.5%,11.0%,15.3%,9.7%,8.1%,24.6%,0.9%,32.9%,-46,-20
