Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open QF,L vs Fritz,120.1,126.4,4.8,129.1,122.9,135,113,103.2,7.8,110.5,97.0,133,86
2024 US Open R16,W vs Nakashima,118.6,124.0,4.2,126.5,121.2,133,114,103.5,6.0,109.7,,118,94
2024 US Open R32,W vs Etcheverry,115.4,124.4,5.3,126.4,121.0,135,113,98.3,7.5,103.9,,117,82
2024 US Open R64,W vs Muller,119.0,125.5,4.0,127.1,123.0,133,118,106.8,6.9,110.8,103.0,128,93
2024 US Open R128,W vs Marterer,117.6,124.5,4.6,126.7,122.1,135,115,106.0,4.4,109.3,99.0,115,95
2024 Wimbledon R16,L vs Fritz,124.0,127.9,3.9,128.8,127.5,136,115,111.2,7.2,111.9,110.3,130,95
2024 Wimbledon R32,W vs Norrie,123.3,127.6,3.7,129.2,125.6,135,119,108.4,5.1,110.5,108.7,116,97
2024 Wimbledon R64,W vs Giron,120.5,125.4,4.1,127.9,122.3,134,114,109.2,5.5,112.7,106.7,119,97
2024 Wimbledon R128,W vs Carballes Baena,122.3,126.5,4.1,128.1,124.4,135,118,109.0,6.5,114.0,106.5,119,97
2023 US Open QF,L vs Alcaraz,120.0,126.8,5.1,130.0,123.9,137,112,103.3,6.6,100.5,,116,93
2023 US Open R16,W vs Sinner,118.9,125.5,9.0,128.1,119.0,135,73,100.8,9.9,112.0,101.0,131,82
2023 US Open R32,W vs Dimitrov,115.9,125.3,5.7,127.6,119.5,138,115,93.5,7.7,98.1,99.7,106,82
2023 US Open R64,W vs Altmaier,116.7,122.6,6.1,125.6,119.1,134,105,100.2,5.7,102.6,,114,88
2023 Wimbledon R32,L vs Berrettini,121.9,127.1,5.5,128.4,125.2,137,101,98.5,7.9,103.5,99.0,112,81
2023 Wimbledon R64,W vs Watanuki,119.2,125.7,4.5,127.0,122.4,133,112,103.6,7.5,108.1,,119,91
2023 Wimbledon R128,W vs Brouwer,118.2,125.4,4.0,126.8,123.2,134,113,101.3,7.3,104.2,107.0,112,85
2021 US Open SF,L vs Djokovic,118.3,126.7,6.1,130.5,125.6,137,114,101.7,13.1,106.1,100.0,134,78
2021 US Open QF,W vs Harris,120.6,128.5,5.2,131.2,126.7,137,118,100.5,9.3,108.4,,129,79
2021 US Open R16,W vs Sinner,121.0,128.2,6.0,130.3,127.1,137,112,104.3,12.7,113.6,,133,85
2021 US Open R32,W vs Sock,121.0,128.3,5.6,130.3,123.3,137,114,102.0,7.3,107.9,95.0,113,88
Career (64 matches),,118.7,125.9,6.0,128.6,123.2,142,64,101.4,8.4,107.4,99.6,139,64
