Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Indian Wells QF,W vs Fils,3.5,3.0,3.8,55.4%,53.1%,50.0%,100.0%,53.0%,8.9%,-1.5,-1.8,3.0,4.2
2026 Indian Wells R32,W vs Nakashima,3.5,3.5,3.5,49.3%,61.3%,42.9%,56.3%,42.3%,8.9%,8.0,7.3,8.0,5.6
2026 Indian Wells R64,W vs Berrettini,3.2,3.7,2.8,49.2%,76.0%,66.7%,0.0%,64.9%,7.5%,2.5,3.6,5.5,14.9
2026 Australian Open SF,L vs Alcaraz,3.6,3.8,3.5,49.0%,41.4%,58.0%,68.8%,49.8%,10.7%,9.0,3.6,0.0,0.0
2026 Australian Open QF,W vs Tien,3.8,3.6,3.9,62.1%,45.3%,38.1%,47.1%,48.8%,10.8%,13.5,7.8,-1.0,-0.6
2026 United Cup RR,L vs Hurkacz,4.0,3.6,4.2,44.3%,42.1%,44.4%,63.6%,43.9%,8.3%,8.0,11.4,3.0,3.5
2026 United Cup RR,W vs Griekspoor,2.7,2.3,3.1,67.2%,64.7%,50.0%,33.3%,58.8%,11.4%,9.5,22.6,0.5,1.6
2025 Tour Finals RR,L vs Auger Aliassime,3.9,4.5,3.2,43.2%,44.0%,71.4%,50.0%,55.5%,4.9%,2.0,1.6,2.0,2.1
2025 Tour Finals RR,L vs Sinner,3.8,4.1,3.7,43.2%,53.8%,55.6%,36.4%,57.3%,7.9%,8.0,8.6,9.0,12.9
2025 Tour Finals RR,W vs Shelton,3.2,3.1,3.2,56.8%,63.6%,40.0%,60.0%,57.5%,9.7%,10.5,13.1,3.5,6.4
2025 Paris SF,L vs Sinner,4.8,5.6,3.5,40.5%,29.4%,25.0%,11.1%,41.4%,6.5%,-9.0,-15.3,-5.0,-5.8
2025 Vienna F,L vs Sinner,4.5,4.7,4.3,50.0%,50.0%,45.8%,25.0%,47.1%,10.9%,1.5,1.0,-1.0,-0.6
2025 Beijing QF,L vs Medvedev,4.7,4.6,4.9,55.2%,25.0%,33.3%,23.1%,49.0%,22.4%,-17.5,-17.9,-3.5,-4.2
2025 Cincinnati SF,L vs Alcaraz,3.7,4.2,3.1,46.7%,35.0%,14.3%,30.0%,51.9%,9.3%,-10.5,-13.8,-5.0,-7.4
2025 Canada SF,L vs Khachanov,4.9,4.9,5.0,53.2%,37.2%,48.3%,53.8%,50.6%,16.7%,4.5,2.3,-3.0,-1.7
2025 Wimbledon R128,L vs Rinderknech,3.3,3.2,3.3,51.6%,42.0%,60.0%,26.3%,61.8%,12.7%,20.5,8.3,8.0,5.9
2025 Halle SF,L vs Medvedev,4.7,5.1,4.4,54.0%,47.1%,36.4%,51.6%,48.3%,21.0%,-5.5,-2.7,4.0,2.2
2025 Stuttgart F,L vs Fritz,3.6,3.3,4.0,49.4%,28.6%,16.7%,33.3%,44.1%,15.0%,-8.5,-12.0,-3.5,-4.2
2025 Roland Garros QF,L vs Djokovic,5.9,5.5,6.3,41.7%,52.3%,48.3%,45.7%,47.8%,7.8%,-2.0,-0.8,-1.5,-0.6
2025 Rome QF,L vs Musetti,5.9,5.6,6.2,46.2%,40.5%,40.7%,57.7%,56.7%,8.4%,-2.0,-1.0,-2.5,-1.8
Career (328 matches),,4.3,4.1,4.5,51.6%,51.2%,48.3%,50.4%,48.7%,11.5%,4.2,3.2,3.4,2.7
