Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,48,36,12,75.0%,39,23,16,59.0%,2015,2026,F,48,1.21,13.1%,3.9%,70.9%,76.4%,50.0%,68.7%,37.9%,67.1%,38.7%
Roland Garros,11,Clay,50,39,11,78.0%,28,25,3,89.3%,2015,2025,F,50,1.17,8.1%,4.9%,68.2%,71.4%,49.2%,64.3%,41.6%,60.0%,43.1%
Wimbledon,9,Grass,25,16,9,64.0%,17,8,9,47.1%,2015,2025,R16,25,1.17,13.2%,4.5%,67.7%,79.1%,50.4%,69.8%,35.4%,60.1%,40.5%
US Open,11,Hard,43,32,11,74.4%,29,16,13,55.2%,2014,2025,F,40,1.17,12.2%,5.5%,65.9%,75.2%,49.7%,66.5%,39.1%,61.7%,37.9%
Olympics,2,,10,9,1,90.0%,1,1,0,100.0%,2021,2024,W,2,1.84,7.8%,0.0%,80.6%,74.7%,65.0%,72.8%,50.0%,33.3%,50.0%
Davis Cup,7,,16,11,5,68.8%,9,5,4,55.6%,2016,2025,,14,1.17,12.1%,4.4%,64.0%,73.3%,53.6%,66.2%,39.6%,56.4%,44.8%
Miami Masters,11,Hard,36,25,11,69.4%,19,12,7,63.2%,2015,2026,F,36,1.20,11.9%,3.1%,66.9%,77.5%,56.6%,70.6%,35.3%,66.7%,43.7%
Indian Wells Masters,11,Hard,28,17,11,60.7%,11,6,5,54.5%,2015,2026,SF,28,1.05,9.6%,4.3%,65.4%,73.4%,50.1%,65.4%,36.3%,60.5%,39.8%
Acapulco,8,Hard,23,16,7,69.6%,10,8,2,80.0%,2018,2026,W,21,1.21,12.7%,4.9%,65.1%,78.1%,50.5%,68.5%,38.2%,67.4%,36.5%
United Cup,3,Hard,11,7,4,63.6%,3,1,2,33.3%,2023,2026,W,11,1.19,11.4%,3.0%,73.2%,76.0%,56.6%,70.8%,34.6%,60.0%,34.5%
Tour Finals,8,Hard,30,18,12,60.0%,18,11,7,61.1%,2017,2025,W,30,1.10,13.8%,3.4%,72.2%,76.6%,50.5%,69.3%,33.6%,65.8%,31.2%
Paris Masters,8,Hard,27,20,7,74.1%,13,8,5,61.5%,2017,2025,W,27,1.08,11.1%,3.0%,69.8%,73.4%,49.8%,66.3%,36.5%,66.7%,35.4%
