Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Indian Wells QF,W vs Fils,71.0%,57.1%,0.0%,0/0,2.22,0.0%,66.7%,65.4%,0.0%,2.36,0.0%,88.5%,47.8%,0.0%,2.05,0.0%
2026 Indian Wells R32,W vs Nakashima,53.3%,55.4%,3.8%,2/2,2.26,1.9%,46.8%,41.7%,3.9%,2.13,2.9%,75.0%,81.0%,3.6%,2.53,0.0%
2026 Indian Wells R64,W vs Berrettini,59.6%,45.2%,0.0%,0/0,2.13,54.8%,55.3%,42.9%,0.0%,2.02,66.7%,83.3%,50.0%,0.0%,2.50,14.3%
2026 Australian Open SF,L vs Alcaraz,70.6%,39.4%,6.4%,6/6,1.92,9.7%,67.8%,39.0%,5.0%,1.93,14.4%,82.0%,40.0%,9.8%,1.90,0.0%
2026 Australian Open QF,W vs Tien,68.5%,43.8%,1.5%,0/2,2.27,0.0%,71.1%,37.3%,1.2%,2.30,0.0%,78.9%,56.7%,2.6%,2.22,0.0%
2026 United Cup RR,L vs Hurkacz,52.4%,57.6%,1.6%,0/1,2.16,12.5%,29.3%,50.0%,2.4%,2.33,15.0%,95.5%,61.9%,0.0%,1.25,0.0%
2026 United Cup RR,W vs Griekspoor,65.1%,64.3%,2.3%,0/1,2.14,19.0%,63.3%,57.9%,0.0%,2.09,30.8%,90.0%,77.8%,10.0%,2.21,0.0%
2025 Tour Finals RR,L vs Auger Aliassime,61.6%,46.7%,2.7%,0/2,2.45,9.6%,54.7%,48.3%,3.8%,2.43,12.8%,80.0%,43.8%,0.0%,2.54,0.0%
2025 Tour Finals RR,L vs Sinner,61.8%,50.0%,1.5%,0/1,1.91,11.4%,47.9%,34.8%,2.1%,1.91,14.8%,95.0%,68.4%,0.0%,1.94,0.0%
2025 Tour Finals RR,W vs Shelton,66.2%,53.2%,1.4%,0/1,2.50,53.6%,60.0%,36.7%,0.0%,2.29,71.4%,89.5%,82.4%,5.3%,3.14,0.0%
2025 Paris SF,L vs Sinner,54.8%,41.2%,9.7%,2/1,2.35,2.4%,38.1%,25.0%,9.5%,2.31,3.8%,90.0%,55.6%,10.0%,2.41,0.0%
2025 Vienna F,L vs Sinner,64.3%,37.0%,0.0%,0/0,1.75,4.5%,55.4%,29.0%,0.0%,1.71,6.3%,85.2%,47.8%,0.0%,1.84,0.0%
2025 Beijing QF,L vs Medvedev,65.4%,23.5%,1.9%,1/0,1.92,15.9%,62.9%,22.7%,2.9%,1.79,21.2%,100.0%,25.0%,0.0%,2.23,0.0%
2025 Cincinnati SF,L vs Alcaraz,52.9%,37.0%,3.9%,1/1,2.18,10.9%,37.0%,50.0%,7.4%,2.08,11.1%,85.0%,29.4%,0.0%,2.55,10.0%
2025 Canada SF,L vs Khachanov,75.2%,43.0%,1.9%,1/1,2.20,35.9%,75.0%,37.5%,1.6%,2.24,52.4%,81.6%,51.6%,2.6%,2.14,4.5%
2025 Wimbledon R128,L vs Rinderknech,58.0%,40.6%,7.5%,9/4,2.36,10.6%,49.2%,42.6%,4.8%,2.35,14.5%,85.1%,37.5%,14.9%,2.38,0.0%
2025 Halle SF,L vs Medvedev,65.3%,45.5%,1.7%,0/2,1.97,7.5%,60.2%,42.0%,2.4%,1.90,10.7%,90.0%,51.9%,0.0%,2.10,0.0%
2025 Stuttgart F,L vs Fritz,50.8%,33.3%,0.0%,0/0,2.44,11.1%,33.3%,35.7%,0.0%,2.55,18.2%,94.1%,31.3%,0.0%,2.29,0.0%
2025 Roland Garros QF,L vs Djokovic,78.2%,37.6%,2.5%,3/0,2.35,16.0%,72.9%,32.3%,1.2%,2.21,24.0%,91.2%,48.4%,5.9%,2.62,0.0%
2025 Rome QF,L vs Musetti,85.1%,41.3%,0.0%,0/0,2.34,15.4%,86.8%,33.3%,0.0%,2.49,24.2%,83.3%,50.0%,0.0%,2.06,0.0%
Career (328 matches),,70.2%,48.1%,2.3%,51.4%,2.21,18.4%,64.7%,44.6%,1.8%,2.17,25.5%,87.2%,52.9%,3.5%,2.29,5.6%
