Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,467,323,144,69.2%,777-429,64.4%,6512-5550,54.0%,144-99,59.3%,449,85.2%,22.5%,11.6%,4.4%,67.5%,75.4%,51.0%,67.4%,37.3%,52.0%,1.14
Clay,227,166,61,73.1%,393-198,66.5%,3152-2584,55.0%,52-30,63.4%,227,80.3%,29.6%,8.1%,4.7%,66.6%,71.7%,49.9%,64.4%,41.0%,52.3%,1.15
Grass,68,45,23,66.2%,125-72,63.5%,1064-917,53.7%,21-19,52.5%,68,88.8%,19.0%,12.9%,4.1%,68.0%,78.4%,51.0%,69.6%,35.0%,52.0%,1.15
Grand Slams,158,118,40,74.7%,393-195,66.8%,3165-2587,55.0%,70-37,65.4%,158,84.4%,25.2%,11.5%,4.7%,68.6%,75.1%,49.6%,67.1%,39.0%,52.6%,1.18
Masters,243,171,72,70.4%,373-192,66.0%,3040-2561,54.3%,56-37,60.2%,243,83.7%,25.0%,10.5%,4.3%,66.9%,74.6%,51.3%,66.9%,38.1%,52.1%,1.15
Other Tours,318,218,100,68.6%,465-271,63.2%,3963-3399,53.8%,75-65,53.6%,302,84.0%,23.7%,10.0%,4.4%,66.4%,74.0%,50.8%,66.2%,37.9%,51.7%,1.12
Best of 5,163,120,43,73.6%,402-206,66.1%,3268-2687,54.9%,71-40,64.0%,163,84.4%,25.0%,11.5%,4.7%,68.3%,75.0%,49.8%,67.0%,38.9%,52.5%,1.18
Best of 3,599,414,185,69.1%,893-493,64.4%,7460-6364,54.0%,146-108,57.5%,581,84.0%,23.9%,10.4%,4.3%,66.8%,74.4%,51.0%,66.6%,37.8%,51.9%,1.13
Finals,41,25,16,61.0%,61-40,60.4%,513-466,52.4%,6-7,46.2%,40,83.5%,21.1%,9.4%,4.7%,68.5%,73.8%,49.7%,66.2%,36.4%,50.7%,1.08
Semi-finals,83,40,43,48.2%,104-105,49.8%,1058-1082,49.4%,23-25,47.9%,82,82.3%,16.8%,10.7%,4.1%,68.4%,74.1%,49.1%,66.2%,34.9%,50.1%,1.03
Quarter-finals,111,78,33,70.3%,178-104,63.1%,1500-1296,53.6%,27-23,54.0%,108,83.2%,24.0%,10.0%,4.6%,68.6%,74.2%,48.8%,66.3%,38.1%,51.9%,1.13
vs Righties,660,450,210,68.2%,1102-633,63.5%,9282-7963,53.8%,187-132,58.6%,643,83.7%,23.8%,10.6%,4.4%,67.2%,74.4%,50.5%,66.6%,38.0%,51.9%,1.14
vs Lefties,102,84,18,82.4%,193-66,74.5%,1446-1088,57.1%,30-16,65.2%,101,87.0%,27.1%,11.2%,4.3%,67.9%,75.8%,51.7%,68.0%,39.5%,53.4%,1.24
vs Top 10,141,58,83,41.1%,157-210,42.8%,1729-1923,47.3%,28-39,41.8%,138,79.3%,15.9%,9.6%,4.2%,69.2%,71.6%,47.4%,64.2%,33.9%,48.9%,0.95
