Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2009 Australian Open R16,W vs Kleybanova,0.0%,-,6.5%,68.8%,13.9%,34.0%,0.0%,18.3%,33.3%,1.1%,0.0%,23,45
2003 Zurich F,L vs Henin,2.4%,100.0%,5.7%,80.0%,10.8%,10.0%,0.0%,6.3%,0.0%,1.0%,0.0%,67,99
2002 WTA Tour Championships R16,W vs Myskina,0.0%,-,10.6%,84.6%,7.0%,9.1%,0.0%,13.5%,7.7%,0.0%,-,90,89
2002 Roland Garros QF,L vs Capriati,0.0%,-,4.0%,71.4%,18.4%,26.4%,0.0%,9.5%,33.3%,1.8%,40.0%,69,104
2001 WTA Tour Championships R16,W vs Shaughnessy,0.0%,-,6.1%,88.9%,20.5%,11.8%,0.0%,14.8%,33.3%,4.1%,62.5%,82,70
2001 Zurich F,L vs Davenport,0.0%,-,3.2%,50.0%,14.8%,15.0%,0.0%,13.2%,57.1%,4.7%,37.5%,81,45
2001 Moscow F,W vs Dementieva,0.0%,-,10.0%,83.3%,20.5%,27.3%,0.0%,12.2%,25.0%,1.4%,33.3%,14,-24
2001 Rome F,W vs Mauresmo,0.0%,-,5.6%,85.7%,6.3%,4.5%,0.0%,7.4%,16.7%,2.5%,66.7%,-59,-47
2001 Hamburg SF,L vs Williams,0.0%,-,1.0%,100.0%,4.9%,10.0%,0.0%,5.7%,16.7%,2.7%,25.0%,-82,-56
2000 Wimbledon SF,L vs Davenport,0.0%,-,0.0%,0.0%,9.5%,10.0%,0.0%,12.5%,37.5%,0.8%,100.0%,23,-15
Career (10 matches),,0.2%,100.0%,5.5%,78.4%,13.8%,21.1%,0.0%,11.8%,25.5%,2.0%,41.5%,28,34
