Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,18,9,9,50.0%,3,0,3,0.0%,1999,2012,QF,11,1.02,3.8%,9.7%,61.0%,66.0%,46.1%,58.2%,42.6%,59.4%,42.5%
Roland Garros,9,Clay,18,9,9,50.0%,4,3,1,75.0%,1999,2011,QF,7,0.92,4.3%,10.1%,55.1%,63.7%,42.0%,54.0%,42.2%,61.1%,44.9%
Wimbledon,10,Grass,31,21,10,67.7%,6,4,2,66.7%,1999,2011,SF,5,1.01,4.1%,9.0%,56.9%,71.8%,47.3%,61.2%,39.2%,56.7%,30.8%
US Open,9,Hard,18,9,9,50.0%,4,2,2,50.0%,1999,2011,R16,7,0.90,3.6%,14.4%,54.1%,67.8%,38.9%,54.5%,41.1%,48.3%,49.0%
Olympics,1,,5,4,1,80.0%,2,2,0,100.0%,2000,2000,SF,0,,,,,,,,,,
Fed Cup,5,,18,15,3,83.3%,4,2,2,50.0%,2004,2009,,0,,,,,,,,,,
Miami,8,Hard,20,12,8,60.0%,3,3,0,100.0%,2000,2012,QF,5,0.90,4.6%,10.7%,61.5%,69.0%,38.6%,57.3%,38.3%,56.5%,51.7%
Indian Wells,8,Hard,11,3,8,27.3%,2,0,2,0.0%,2000,2012,R32,2,0.56,5.1%,17.2%,47.5%,57.4%,34.6%,45.5%,30.6%,41.2%,100.0%
Tokyo,6,Carpet,18,12,6,66.7%,6,5,1,83.3%,1999,2004,W,0,,,,,,,,,,
Linz,6,Hard,14,8,6,57.1%,4,3,1,75.0%,1999,2011,F,1,0.71,2.9%,11.4%,54.3%,63.2%,37.5%,51.4%,34.4%,0.0%,0.0%
Charleston,6,Clay,9,3,6,33.3%,1,0,1,0.0%,2001,2012,QF,2,0.97,4.0%,10.5%,55.6%,53.6%,49.1%,51.6%,46.7%,50.0%,44.4%
Rome,5,Clay,14,10,4,71.4%,2,2,0,100.0%,2000,2004,W,0,,,,,,,,,,
