Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,202,108,94,53.5%,240-209,53.5%,2115-2047,50.8%,22-24,47.8%,49,-,-,5.0%,11.8%,56.2%,66.8%,41.3%,55.7%,41.5%,48.6%,0.94
Clay,114,63,51,55.3%,150-116,56.4%,1282-1141,52.9%,12-5,70.6%,14,-,-,4.0%,11.6%,54.7%,63.2%,40.9%,53.1%,42.9%,48.1%,0.91
Grass,48,31,17,64.6%,68-38,64.2%,549-444,55.3%,7-2,77.8%,10,-,-,4.8%,9.0%,57.8%,72.5%,49.0%,62.6%,40.6%,51.5%,1.09
Carpet,40,23,17,57.5%,52-40,56.5%,462-432,51.7%,7-7,50.0%,3,-,-,10.4%,10.8%,59.5%,68.9%,50.0%,61.3%,37.1%,49.1%,0.96
Grand Slams,76,43,33,56.6%,100-75,57.1%,861-764,53.0%,8-7,53.3%,29,-,-,3.9%,10.6%,57.9%,66.6%,43.7%,57.0%,41.9%,49.5%,0.97
Premiers,208,117,91,56.3%,261-210,55.4%,2239-2092,51.7%,26-17,60.5%,12,-,-,6.6%,12.7%,54.6%,65.0%,40.9%,54.1%,41.4%,47.7%,0.90
Internationals,75,39,36,52.0%,90-76,54.2%,794-745,51.6%,8-10,44.4%,29,-,-,5.8%,11.5%,55.2%,68.6%,42.9%,57.1%,42.0%,49.5%,0.98
Finals,14,6,8,42.9%,14-15,48.3%,127-138,47.9%,3-0,100.0%,2,-,-,9.1%,10.6%,55.3%,69.6%,48.4%,60.1%,37.6%,48.1%,0.94
Semi-finals,27,14,13,51.9%,29-27,51.8%,255-243,51.2%,1-2,33.3%,2,-,-,5.1%,4.0%,63.6%,74.6%,55.6%,67.7%,46.7%,57.7%,1.44
Quarter-finals,51,27,24,52.9%,61-56,52.1%,537-529,50.4%,9-3,75.0%,4,-,-,4.4%,8.8%,61.9%,62.6%,47.5%,56.9%,42.9%,50.0%,0.99
vs Righties,367,202,165,55.0%,456-370,55.2%,3965-3689,51.8%,43-34,55.8%,72,-,-,4.7%,11.3%,56.2%,67.0%,42.7%,56.3%,41.7%,49.1%,0.95
vs Lefties,35,22,13,62.9%,51-31,62.2%,410-349,54.0%,5-3,62.5%,4,-,-,9.0%,11.5%,56.7%,67.6%,41.0%,56.1%,38.2%,47.0%,0.87
vs Top 10,65,13,52,20.0%,39-101,27.9%,511-742,40.8%,4-5,44.4%,7,-,-,3.7%,11.5%,57.7%,62.4%,42.6%,54.0%,39.7%,47.1%,0.86
