Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2009 Australian Open R16,W vs Kleybanova,74.8%,56.4%,3.7%,3/2,2.21,6.6%,71.3%,49.1%,5.0%,2.26,10.0%,86.3%,65.9%,2.0%,2.11,0.0%
2003 Zurich F,L vs Henin,48.9%,34.8%,4.3%,1/1,2.76,30.4%,50.0%,29.4%,2.9%,2.56,37.5%,60.0%,50.0%,10.0%,3.21,14.3%
2002 WTA Tour Championships R16,W vs Myskina,56.6%,46.7%,0.0%,0/0,2.43,0.0%,52.2%,41.7%,0.0%,2.34,0.0%,85.7%,50.0%,0.0%,2.59,0.0%
2002 Roland Garros QF,L vs Capriati,58.3%,65.3%,10.7%,4/5,2.72,0.0%,59.6%,54.8%,13.5%,2.70,0.0%,75.0%,83.3%,8.3%,2.76,0.0%
2001 WTA Tour Championships R16,W vs Shaughnessy,64.4%,64.3%,5.7%,4/1,2.55,4.9%,56.8%,52.0%,2.3%,2.52,6.5%,83.8%,74.2%,10.8%,2.65,0.0%
2001 Zurich F,L vs Davenport,67.2%,46.3%,3.3%,0/2,2.72,2.0%,62.9%,36.4%,2.9%,2.67,3.0%,79.2%,57.9%,4.2%,2.79,0.0%
2001 Moscow F,W vs Dementieva,67.6%,65.2%,4.4%,1/2,2.34,0.0%,81.6%,71.0%,2.6%,2.36,0.0%,88.2%,53.3%,11.8%,2.32,0.0%
2001 Rome F,W vs Mauresmo,82.5%,50.0%,4.8%,3/0,2.41,21.7%,84.2%,43.8%,5.3%,2.46,27.8%,95.2%,60.0%,4.8%,2.24,0.0%
2001 Hamburg SF,L vs Williams,56.8%,36.0%,9.1%,0/4,2.19,0.0%,47.4%,22.2%,5.3%,2.19,0.0%,80.0%,43.8%,15.0%,2.19,0.0%
2000 Wimbledon SF,L vs Davenport,53.2%,64.0%,4.3%,2/0,2.02,0.0%,37.9%,72.7%,0.0%,2.10,0.0%,93.3%,57.1%,13.3%,1.92,0.0%
Career (10 matches),,65.0%,55.1%,5.1%,51.4%,2.43,5.5%,63.0%,49.4%,4.6%,2.43,7.9%,83.8%,62.2%,7.1%,2.43,0.7%
