Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2012,12,3,9,25.0%,9-14,39.1%,98-105,48.3%,0-2,0.0%,11,-,-,4.3%,12.9%,51.9%,67.1%,43.4%,55.7%,41.6%,48.9%,0.94,R16 (2x)
2011,31,15,16,48.4%,34-34,50.0%,306-327,48.3%,7-1,87.5%,30,-,-,5.9%,11.3%,56.6%,68.2%,42.8%,57.2%,42.7%,49.9%,1.00,W (Kuala Lumpur)
2010,6,1,5,16.7%,3-10,23.1%,43-69,38.4%,0-0,-,6,-,-,6.6%,13.2%,48.6%,60.5%,43.9%,51.9%,38.4%,45.2%,0.80,R16 (Hobart)
2009,19,10,9,52.6%,24-21,53.3%,225-208,52.0%,2-3,40.0%,14,-,-,4.3%,9.7%,60.8%,66.2%,45.3%,58.0%,41.3%,49.6%,0.98,QF (Australian Open)
2008,4,1,3,25.0%,2-5,28.6%,24-36,40.0%,0-0,-,4,-,-,3.4%,13.7%,55.4%,62.8%,30.8%,48.5%,39.4%,43.8%,0.76,R16 (Hobart)
2006,2,0,2,0.0%,2-4,33.3%,27-34,44.3%,0-2,0.0%,1,-,-,1.0%,11.2%,59.2%,67.2%,42.5%,57.1%,41.1%,48.8%,0.96,R32 (Auckland)
2005,7,2,5,28.6%,6-9,40.0%,63-75,45.7%,1-2,33.3%,0,,,,,,,,,,,,R16 (2x)
2004,25,8,17,32.0%,21-37,36.2%,241-299,44.6%,2-4,33.3%,3,-,-,3.0%,13.5%,52.6%,69.4%,32.1%,51.7%,34.5%,43.8%,0.72,SF (Tokyo)
2003,58,28,30,48.3%,66-69,48.9%,623-655,48.7%,9-4,69.2%,7,-,-,5.2%,10.0%,57.9%,68.6%,43.6%,58.1%,42.2%,50.3%,1.01,F (Zurich)
2002,80,53,27,66.3%,113-65,63.5%,892-737,54.8%,10-5,66.7%,0,,,,,,,,,,,,W (2x)
2001,76,53,23,69.7%,115-57,66.9%,891-675,56.9%,7-5,58.3%,0,,,,,,,,,,,,W (3x)
2000,55,35,20,63.6%,76-48,61.3%,629-531,54.2%,10-7,58.8%,0,,,,,,,,,,,,SF (2x)
1999,26,14,12,53.8%,34-29,54.0%,313-294,51.6%,0-2,0.0%,0,,,,,,,,,,,,QF (3x)
1998,3,2,1,66.7%,5-1,83.3%,33-19,63.5%,0-1,0.0%,0,,,,,,,,,,,,
Career,404,225,179,55.7%,510-403,55.9%,4408-4064,52.0%,48-38,55.8%,76,-,-,5.0%,11.4%,56.3%,67.0%,42.6%,56.3%,41.5%,48.9%,0.95,
