Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2012 Miami R128,L vs Makarova,40% (4/10),75% (3/4),2/6,67% (6/9),0% (0/6),0/3,0/0,0/0,0/0,0/0
2012 Kuala Lumpur R32,W vs Mladenovic,63% (5/8),80% (4/5),0/0,25% (2/8),100% (2/2),3/3,1/1,0/0,0/0,0/0
2012 Monterrey R32,L vs Cadantu Ignatik,36% (5/14),60% (3/5),1/5,57% (8/14),38% (3/8),2/3,1/1,0/0,0/0,0/0
2012 Australian Open R64,L vs Bartoli,22% (2/9),50% (1/2),1/4,63% (5/8),20% (1/5),1/1,0/0,0/0,0/0,0/0
2012 Australian Open R64,L vs Bartoli,22% (2/9),50% (1/2),1/4,63% (5/8),20% (1/5),1/1,0/0,0/0,0/0,0/0
2012 Australian Open R128,W vs Chakvetadze,71% (5/7),80% (4/5),0/0,0% (0/8),- (0/0),3/3,1/1,0/0,1/1,0/0
2012 Australian Open R128,W vs Chakvetadze,71% (5/7),80% (4/5),0/0,0% (0/8),- (0/0),3/3,1/1,0/0,1/1,0/0
2012 Sydney R16,L vs Bartoli,57% (4/7),25% (1/4),1/5,88% (7/8),14% (1/7),0/1,0/0,0/1,0/0,0/1
2012 Sydney R32,W vs Holland,100% (6/6),100% (6/6),0/0,0% (0/6),- (0/0),4/4,0/0,0/0,0/0,0/0
2012 Auckland R32,L vs Barthel,22% (2/9),100% (2/2),1/4,80% (8/10),38% (3/8),0/2,0/0,2/3,0/0,0/1
2011 US Open R64,L vs Jankovic,40% (4/10),100% (4/4),2/6,78% (7/9),14% (1/7),2/4,0/0,0/0,0/0,0/0
2011 Wimbledon R128,L vs Schiavone,46% (6/13),50% (3/6),1/3,23% (3/13),0% (0/3),3/3,1/1,0/0,0/0,0/0
2011 Roland Garros R128,L vs Dushevina,43% (6/14),50% (3/6),0/5,46% (6/13),17% (1/6),1/3,1/1,0/0,0/0,0/0
2011 Australian Open R64,L vs Strycova,30% (3/10),100% (3/3),3/5,78% (7/9),29% (2/7),2/3,0/0,0/0,0/0,0/0
2011 Australian Open R128,W vs Ondraskova,50% (4/8),100% (4/4),1/1,22% (2/9),50% (1/2),4/4,2/2,0/0,1/1,0/0
2009 Australian Open R16,W vs Kleybanova,47% (9/19),78% (7/9),3/6,32% (6/19),0% (0/6),3/5,0/0,0/0,0/0,0/0
2003 Zurich F,L vs Henin,13% (1/8),0% (0/1),0/4,50% (4/8),0% (0/4),0/0,0/0,1/1,0/0,1/1
2002 WTA Tour Championships R16,W vs Myskina,33% (3/9),100% (3/3),0/1,30% (3/10),67% (2/3),3/3,2/2,0/0,1/1,0/0
2002 Roland Garros QF,L vs Capriati,54% (7/13),71% (5/7),3/7,57% (8/14),0% (0/8),3/4,0/1,0/1,0/0,0/1
2001 WTA Tour Championships R16,W vs Shaughnessy,60% (6/10),67% (4/6),1/2,30% (3/10),33% (1/3),3/4,1/2,0/0,1/1,0/0
2012 (10 matches),,46.5%,72.5%,25.0%,47.1%,26.8%,70.8%,100.0%,50.0%,100.0%,0.0%
2011 (5 matches),,41.8%,73.9%,35.0%,47.2%,20.0%,70.6%,100.0%,-,100.0%,-
2009 (1 matches),,47.4%,77.8%,50.0%,31.6%,0.0%,60.0%,-,-,-,-
2003 (1 matches),,12.5%,0.0%,0.0%,50.0%,0.0%,-,-,100.0%,-,100.0%
2002 (2 matches),,45.5%,80.0%,37.5%,45.8%,18.2%,85.7%,66.7%,0.0%,100.0%,0.0%
Career (23 matches),,43.8%,72.7%,30.8%,46.5%,21.7%,67.2%,80.0%,55.6%,100.0%,40.0%
