Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2019 Barletta CH F,L vs Mager,74.7%,53.5%,1.1%,0/1,1.97,1.6%,70.7%,51.2%,0.0%,1.93,0.0%,88.2%,56.7%,2.9%,2.06,4.3%
2019 Barletta CH R32,W vs Maamoun,85.7%,57.7%,3.3%,2/1,2.02,17.8%,83.7%,51.2%,6.1%,2.07,28.3%,92.5%,64.9%,0.0%,1.94,0.0%
2017 Samarkand CH R16,W vs Maamoun,79.1%,60.0%,2.2%,3/0,2.02,5.4%,75.7%,53.8%,1.9%,2.06,7.8%,91.4%,75.0%,2.9%,1.93,0.0%
2016 Karshi CH R32,W vs Tsoy,69.1%,71.1%,1.8%,1/0,2.17,25.0%,67.6%,76.0%,2.7%,2.20,40.0%,81.3%,61.5%,0.0%,2.15,10.0%
Career (4 matches),,78.2%,59.3%,2.1%,75.0%,2.02,10.0%,74.9%,55.7%,2.4%,2.03,14.3%,89.6%,65.2%,1.6%,2.00,2.4%
