Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2020 Roland Garros R64,L vs Bedene,82% (14/17),44% (4/9),1/2,0/0,38% (3/8),0/3,0/1,60% (3/5),17% (1/6)
2020 Roland Garros R128,W vs Krajinovic,62% (13/21),33% (8/24),3/5,1/2,64% (7/11),0/1,0/0,- (0/0),- (0/0)
2019 Almaty CH QF,L vs Vilella Martinez,43% (6/14),14% (1/7),0/0,0/0,56% (5/9),2/4,2/3,- (0/0),- (0/0)
2019 Busan CH R32,L vs Chung,69% (11/16),29% (2/7),1/1,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2019 Seoul CH SF,L vs Purcell,100% (2/2),0% (0/4),0/0,0/0,50% (5/10),0/2,0/1,- (0/0),- (0/0)
2019 Seoul CH QF,W vs Li,59% (10/17),25% (3/12),2/4,1/3,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2019 Seoul CH R16,W vs Stakhovsky,73% (8/11),40% (4/10),2/3,1/1,67% (4/6),0/0,0/0,83% (5/6),33% (2/6)
2019 Seoul CH R32,W vs Lee,74% (14/19),50% (4/8),2/4,1/1,83% (5/6),0/1,0/0,25% (1/4),0% (0/4)
2019 Nanchang CH SF,L vs Martin,57% (4/7),0% (0/5),0/0,0/0,56% (5/9),2/4,1/2,- (0/0),- (0/0)
2019 Nanchang CH QF,W vs Harris,71% (10/14),60% (6/10),2/2,1/1,71% (5/7),0/1,0/0,- (0/0),- (0/0)
2019 Nanchang CH R16,W vs Santillan,55% (11/20),100% (1/1),2/4,1/3,88% (7/8),2/2,0/0,64% (7/11),70% (7/10)
2019 Nanchang CH R32,W vs Mukund,53% (8/15),57% (4/7),2/3,1/2,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2019 Anning CH QF,L vs Gunneswaran,64% (7/11),100% (1/1),0/0,0/0,50% (4/8),0/2,0/1,- (0/0),- (0/0)
2019 Anning CH R16,W vs Martin,59% (10/17),47% (8/17),2/2,1/1,33% (2/6),1/2,0/0,0% (0/4),0% (0/3)
2019 Anning CH R32,W vs Li,80% (8/10),36% (4/11),2/3,1/2,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2019 Barletta CH SF,W vs Safwat,60% (9/15),33% (4/12),2/5,1/3,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 Barletta CH QF,W vs Coria,73% (8/11),36% (4/11),2/2,1/1,0% (0/1),0/0,0/0,60% (3/5),67% (4/6)
2019 Barletta CH R32,W vs Maamoun,56% (10/18),57% (8/14),2/4,1/2,33% (3/9),0/1,0/0,- (0/0),- (0/0)
2019 Villena CH R16,L vs Vilella Martinez,77% (10/13),33% (2/6),1/2,0/0,73% (8/11),2/4,2/3,- (0/0),- (0/0)
2019 Villena CH R32,W vs Krawietz,85% (11/13),17% (4/23),2/5,1/4,71% (10/14),1/2,0/0,71% (5/7),43% (3/7)
2020 (2 matches),,71.1%,36.4%,57.1%,50.0%,52.6%,0.0%,0.0%,60.0%,16.7%
2019 (25 matches),,62.1%,38.1%,60.4%,51.9%,57.5%,37.8%,38.9%,53.2%,44.4%
2018 (14 matches),,66.5%,44.3%,47.2%,33.3%,62.0%,51.2%,47.1%,60.8%,40.8%
2017 (17 matches),,58.5%,45.8%,51.9%,83.3%,50.8%,41.9%,36.8%,40.9%,36.4%
2016 (10 matches),,55.9%,39.4%,55.6%,100.0%,49.4%,42.9%,33.3%,63.6%,52.2%
Career (75 matches),,61.8%,41.3%,56.4%,54.5%,54.8%,42.9%,37.5%,55.8%,42.1%
