Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2006,2,1,1,50.0%,3-2,60.0%,27-20,57.4%,0-1,0.0%,0,,,,,,,,,,,,R16 (Athens 25K)
2005,8,5,3,62.5%,13-5,72.2%,97-66,59.5%,1-1,50.0%,0,,,,,,,,,,,,F (Barcelona 75K)
2002,29,19,10,65.5%,42-25,62.7%,340-282,54.7%,4-1,80.0%,0,,,,,,,,,,,,W (2x)
2001,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,0,,,,,,,,,,,,R32 (Modena 50K)
2000,11,8,3,72.7%,18-8,69.2%,133-104,56.1%,1-0,100.0%,0,,,,,,,,,,,,W (Oporto 75K)
1999,2,1,1,50.0%,3-2,60.0%,25-22,53.2%,0-0,-,0,,,,,,,,,,,,R16 (Bordeaux 50K)
1998,13,12,1,92.3%,24-5,82.8%,162-70,69.8%,0-1,0.0%,0,,,,,,,,,,,,W (2x)
1997,14,10,4,71.4%,19-10,65.5%,148-114,56.5%,3-1,75.0%,0,,,,,,,,,,,,W (Redbridge 25K)
1996,5,3,2,60.0%,6-6,50.0%,49-47,51.0%,0-0,-,0,,,,,,,,,,,,QF (Murcia 75K)
1995,18,12,6,66.7%,25-17,59.5%,215-167,56.3%,3-2,60.0%,0,,,,,,,,,,,,F (ITF Valladolid)
1994,18,13,5,72.2%,27-10,73.0%,186-133,58.3%,0-1,0.0%,0,,,,,,,,,,,,W (ITF Caceres 25K)
1993,22,14,8,63.6%,32-20,61.5%,252-209,54.7%,2-0,100.0%,0,,,,,,,,,,,,W (ITF Tortosa)
1992,4,1,3,25.0%,3-6,33.3%,34-45,43.0%,1-0,100.0%,0,,,,,,,,,,,,R16 (ITF Oliviera)
Career,147,99,48,67.3%,215-118,64.6%,1674-1291,56.5%,15-8,65.2%,0,,,,,,,,,,,,
