Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2018 US Open R128,L vs Coric,0.94,0.69,31.7,2.3,7.3%,61.8%,4.0%,54.0%,30.6%,30.4%
2018 Pullach CH R32,L vs Avidzba,0.89,0.83,70.0,2.5,11.4%,63.6%,11.6%,60.5%,44.0%,27.1%
2018 Hamburg R32,L vs Carreno Busta,0.98,0.97,79.8,4.1,2.0%,66.0%,0.0%,55.6%,32.8%,44.6%
2018 Braunschweig CH R32,L vs De Greef,0.89,0.79,56.1,3.7,0.0%,46.8%,2.3%,65.1%,34.6%,44.9%
2018 Wimbledon R128,L vs Vesely,0.92,0.79,44.2,2.9,6.8%,63.0%,2.9%,61.8%,38.6%,25.4%
2018 Antalya R32,L vs Sousa,0.97,0.36,35.9,2.3,0.0%,59.3%,0.0%,43.5%,22.7%,11.8%
2018 Halle R16,L vs Seppi,0.74,0.47,32.8,2.6,7.1%,53.6%,0.0%,61.5%,22.2%,32.0%
2018 Halle R32,W vs Gasquet,1.05,2.14,36.7,2.1,20.8%,79.2%,9.5%,71.4%,48.3%,51.9%
2018 Stuttgart R16,L vs Istomin,0.97,0.57,47.9,2.2,8.1%,56.8%,2.9%,54.3%,32.1%,20.0%
2018 Stuttgart R32,W vs Maden,1.05,1.90,41.2,2.5,16.0%,80.0%,8.3%,70.8%,38.7%,50.0%
2018 Roland Garros R128,L vs Zverev,0.77,0.56,25.7,2.1,0.0%,56.4%,11.8%,67.6%,27.5%,28.9%
2018 Geneva R32,L vs Zapata Miralles,0.78,0.45,31.5,2.0,7.7%,42.3%,0.0%,54.2%,26.9%,33.3%
2018 Munich R32,L vs Klizan,1.05,0.91,65.5,20.7,2.0%,53.1%,6.5%,54.3%,33.3%,47.5%
2018 Monte Carlo R64,L vs Muller,0.87,0.71,54.7,2.2,6.3%,53.1%,6.9%,62.1%,45.5%,23.3%
2018 Dubai R32,L vs Bautista Agut,1.05,0.77,57.9,2.6,5.7%,54.3%,0.0%,40.0%,35.7%,40.7%
2018 Buenos Aires R32,L vs Delbonis,0.87,0.79,59.6,3.0,0.0%,69.2%,0.0%,37.5%,43.6%,37.8%
2018 Sofia R32,L vs Basic,1.07,0.60,54.4,2.4,3.6%,53.6%,11.5%,57.7%,24.1%,25.9%
2018 Sofia Q2,L vs Gulbis,0.90,0.51,38.1,2.8,4.3%,60.9%,4.8%,47.6%,26.1%,25.0%
2018 Sofia Q1,W vs Smith,1.29,1.51,64.0,2.9,4.5%,65.9%,7.5%,75.0%,32.0%,38.3%
2018 Australian Open R128,L vs Donskoy,0.94,0.73,37.2,2.4,6.7%,56.7%,5.4%,57.1%,30.4%,36.6%
2018 (24 matches),,0.95,0.83,52.6,2.8,5.3%,61.4%,4.8%,58.0%,35.0%,35.7%
2017 (36 matches),,1.00,0.97,54.4,2.7,5.4%,65.2%,4.9%,62.0%,33.7%,37.1%
2016 (47 matches),,1.03,1.09,51.7,2.6,7.0%,65.2%,6.0%,61.2%,38.7%,39.5%
2015 (12 matches),,1.01,0.81,44.0,2.8,6.4%,57.4%,4.1%,52.5%,35.6%,36.2%
2014 (12 matches),,1.05,1.07,48.1,2.9,8.6%,62.8%,7.3%,65.4%,35.3%,38.6%
Career (253 matches),,1.02,1.00,50.1,2.7,5.0%,63.1%,4.3%,61.1%,36.6%,37.6%
