Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2018,17,2,15,11.8%,9-34,20.9%,171-237,41.9%,0-4,0.0%,17,68.2%,17.4%,4.7%,2.7%,59.4%,65.5%,48.2%,58.4%,33.9%,46.2%,0.81,R16 (2x)
2017,27,10,17,37.0%,22-41,34.9%,294-336,46.7%,1-11,8.3%,27,78.3%,16.3%,5.4%,2.2%,60.5%,69.8%,50.7%,62.2%,32.3%,47.9%,0.86,F (Hamburg)
2016,23,11,12,47.8%,23-32,41.8%,257-288,47.2%,4-5,44.4%,22,76.4%,18.6%,6.4%,2.4%,63.3%,71.0%,46.5%,62.0%,35.4%,48.6%,0.93,W (Halle)
2015,13,4,9,30.8%,13-22,37.1%,148-188,44.0%,4-3,57.1%,13,70.1%,17.8%,5.9%,1.8%,63.8%,64.6%,47.7%,58.5%,34.0%,46.7%,0.82,QF (Halle)
2014,11,5,6,45.5%,18-14,56.3%,149-154,49.2%,3-0,100.0%,9,75.6%,23.0%,8.4%,1.7%,61.2%,67.8%,54.0%,62.4%,37.3%,49.6%,0.99,R16 (Australian Open)
2013,57,31,26,54.4%,73-70,51.0%,694-690,50.1%,10-11,47.6%,54,77.4%,23.3%,5.8%,2.3%,63.4%,68.2%,50.8%,61.8%,37.3%,49.6%,0.98,SF (3x)
2012,52,24,28,46.2%,61-63,49.2%,589-594,49.8%,6-8,42.9%,47,78.2%,21.1%,5.6%,1.7%,61.1%,70.6%,52.5%,63.6%,35.9%,49.7%,0.98,SF (Beijing)
2011,71,45,26,63.4%,103-70,59.5%,841-775,52.0%,15-6,71.4%,69,77.6%,27.7%,5.3%,2.8%,60.6%,70.3%,51.2%,62.8%,39.7%,51.1%,1.07,W (2x)
2010,42,23,19,54.8%,57-49,53.8%,528-492,51.8%,11-8,57.9%,39,80.4%,21.8%,5.4%,2.2%,63.4%,70.8%,52.2%,64.0%,37.1%,50.5%,1.03,F (Stockholm)
2009,9,3,6,33.3%,9-14,39.1%,104-111,48.4%,0-3,0.0%,9,75.7%,21.9%,4.7%,2.0%,64.0%,69.0%,52.5%,63.1%,37.4%,50.0%,1.01,R32 (5x)
2008,11,2,9,18.2%,7-19,26.9%,119-148,44.6%,2-4,33.3%,10,65.1%,23.6%,3.8%,1.8%,61.6%,63.1%,46.5%,56.7%,37.4%,47.2%,0.86,QF (Auckland)
2007,44,18,26,40.9%,45-62,42.1%,488-526,48.1%,4-9,30.8%,44,72.2%,24.8%,6.4%,2.6%,61.4%,68.0%,49.0%,60.6%,37.5%,49.0%,0.95,QF (4x)
2006,47,26,21,55.3%,62-53,53.9%,561-511,52.3%,7-7,50.0%,45,76.6%,27.8%,6.5%,2.4%,61.7%,70.8%,48.9%,62.4%,39.8%,50.9%,1.06,F (Sopot)
2005,46,21,25,45.7%,48-62,43.6%,482-554,46.5%,7-6,53.8%,46,70.1%,23.1%,4.8%,2.8%,61.7%,67.0%,45.4%,58.7%,37.1%,48.0%,0.90,F (2x)
2004,38,19,19,50.0%,49-49,50.0%,468-481,49.3%,9-7,56.3%,35,77.3%,24.2%,5.8%,3.3%,60.8%,69.2%,52.2%,62.5%,37.6%,50.0%,1.00,SF (2x)
Career,508,244,264,48.0%,599-654,47.8%,5893-6085,49.2%,83-92,47.4%,486,75.7%,23.1%,5.7%,2.4%,61.8%,69.0%,50.0%,61.7%,37.2%,49.4%,0.97,
