Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2018,256,168,157,1595,141,1572,135,1562,80,1609,539,25,,
2017,69,718,86,1719,95,1659,75,1682,40,1719,205,315,,
2016,50,903,63,1771,55,1736,75,1691,30,1771,382,160,,
2015,217,236,63,1763,,,66,1716,35,1727,303,225,,
2014,147,365,71,1753,50,1752,,,,,348,180,,
2013,40,1065,32,1863,37,1785,29,1835,20,1793,239,270,122,1504
2012,28,1215,36,1859,38,1786,26,1825,17,1806,137,505,98,1577
2011,23,1630,19,1924,23,1853,16,1887,20,1791,63,1215,70,1646
2010,37,1128,37,1855,33,1806,33,1813,21,1771,181,395,117,1512
2009,61,701,79,1733,68,1684,55,1744,,,773,40,,
2008,409,76,170,1594,141,1562,113,1622,,,272,203,,
2007,55,611,89,1701,87,1645,53,1707,53,1654,267,207,,
2006,56,700,36,1837,43,1753,32,1812,28,1734,382,131,,
2005,72,519,50,1794,69,1693,42,1775,33,1729,171,307,107,1497
2004,35,939,71,1760,98,1638,48,1759,45,1700,234,194,,
2003,250,141,193,1543,196,1484,200,1488,,,1542,3,,
2002,393,62,,,,,,,,,1411,3,,
2001,873,9,,,,,,,,,,,,
