Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2017 Hamburg F,L vs Mayer,3.8,4.1,3.4,52.4%,43.9%,40.0%,40.0%,42.7%,23.2%,-3.0,-3.6,8.5,8.1
2016 Eckental CH R32,W vs Setkic,2.7,3.0,2.4,51.4%,55.0%,50.0%,83.3%,50.4%,62.9%,5.5,12.8,6.0,27.3
2016 Meerbusch CH QF,W vs Sieber,5.2,4.8,5.6,61.6%,35.5%,48.0%,45.8%,56.5%,25.0%,-0.5,-0.3,2.0,2.0
2016 Hamburg R32,L vs Cuevas,3.8,4.1,3.2,48.7%,26.7%,50.0%,28.6%,57.5%,28.4%,-3.5,-4.4,-6.5,-13.0
2016 Halle F,W vs Zverev,4.6,5.6,3.4,52.8%,53.3%,54.5%,52.4%,49.4%,54.7%,4.0,3.6,-2.5,-3.7
2016 Halle R32,W vs Baker,3.0,3.0,3.1,57.1%,41.9%,41.7%,60.0%,50.3%,45.1%,0.5,0.8,2.0,5.1
2016 Stuttgart R32,W vs Troicki,2.9,2.9,3.0,56.5%,52.0%,62.5%,66.7%,50.4%,54.2%,4.0,9.3,2.5,9.6
2016 Stuttgart Q2,W vs Bachinger,3.4,3.6,3.2,51.5%,52.8%,73.3%,100.0%,51.4%,36.4%,1.5,1.9,14.5,27.4
2014 Sydney R32,L vs Matosevic,4.4,4.4,4.5,46.6%,51.7%,26.1%,35.3%,55.2%,35.5%,4.0,3.0,7.0,9.2
2013 Metz SF,L vs Tsonga,3.8,3.7,4.0,51.4%,30.6%,55.0%,33.3%,40.9%,33.6%,3.0,3.7,-1.5,-1.5
2013 Canada R32,L vs Djokovic,4.1,4.3,4.0,27.5%,50.0%,60.0%,50.0%,44.4%,25.0%,7.0,12.3,-5.0,-8.1
2013 Sydney R16,L vs Tomic,3.6,4.4,2.7,50.0%,42.9%,40.0%,0.0%,42.2%,27.9%,-5.5,-8.1,3.5,4.9
2013 Brisbane R16,L vs Baghdatis,3.6,4.5,2.6,40.8%,48.0%,54.5%,37.5%,46.9%,23.3%,1.0,1.5,-3.0,-4.5
2011 Brisbane QF,L vs Stepanek,4.6,4.6,4.6,42.4%,40.0%,58.8%,30.0%,48.4%,28.1%,-4.5,-4.7,-0.5,-0.6
2010 Stockholm F,L vs Federer,4.3,4.8,3.8,49.2%,27.6%,62.5%,14.3%,46.7%,30.2%,3.0,4.3,1.5,2.4
Career (15 matches),,3.9,4.1,3.6,50.3%,43.3%,50.2%,42.4%,49.1%,34.6%,1.1,1.4,1.9,2.9
