Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,30,18,12,60.0%,9,5,4,55.6%,2004,2018,R16,24,0.95,6.4%,2.2%,61.9%,66.8%,51.4%,60.9%,37.2%,55.6%,41.7%
Roland Garros,11,Clay,17,6,11,35.3%,7,2,5,28.6%,2004,2018,R64,14,0.86,3.9%,2.7%,57.7%,66.2%,46.0%,57.6%,36.5%,53.8%,35.6%
Wimbledon,12,Grass,28,16,12,57.1%,15,10,5,66.7%,2004,2018,QF,28,0.98,6.2%,2.1%,65.9%,73.0%,51.0%,65.5%,33.8%,62.9%,35.4%
US Open,12,Hard,19,7,12,36.8%,4,1,3,25.0%,2004,2018,R32,19,0.87,5.0%,3.2%,58.9%,66.9%,46.8%,58.6%,35.9%,55.3%,39.9%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2004,2004,R64,0,,,,,,,,,,
Davis Cup,9,,19,10,9,52.6%,9,7,2,77.8%,2004,2016,,2,0.89,6.0%,4.4%,62.4%,68.6%,35.1%,56.0%,39.1%,61.8%,42.9%
Halle,11,Grass,30,20,10,66.7%,15,11,4,73.3%,2004,2018,W,29,1.05,7.5%,1.9%,64.0%,73.4%,53.8%,66.3%,35.4%,59.6%,41.0%
Bucharest,10,Clay,23,14,9,60.9%,11,6,5,54.5%,2004,2016,W,23,1.10,4.6%,1.8%,65.8%,68.2%,52.6%,62.9%,41.0%,61.4%,43.5%
Miami Masters,10,Hard,22,12,10,54.5%,8,4,4,50.0%,2005,2017,R16,21,1.12,6.7%,1.9%,59.9%,73.6%,55.7%,66.4%,37.7%,50.0%,38.2%
Stuttgart,10,Grass,21,11,10,52.4%,10,4,6,40.0%,2004,2018,QF,21,1.02,5.9%,3.0%,63.1%,70.9%,48.8%,62.7%,38.2%,64.7%,35.2%
Hamburg,9,Clay,26,17,9,65.4%,12,5,7,41.7%,2009,2018,F,26,1.10,5.5%,1.9%,62.8%,69.9%,50.2%,62.6%,41.3%,64.8%,46.9%
Indian Wells Masters,9,Hard,12,3,9,25.0%,0,0,0,-,2005,2014,R32,12,0.85,5.4%,4.8%,61.1%,62.7%,40.2%,53.9%,39.2%,50.6%,35.3%
