Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2017 Hamburg F,L vs Mayer,69.8%,41.7%,0.0%,0/0,2.29,17.6%,67.2%,41.5%,0.0%,2.26,31.4%,90.5%,42.1%,0.0%,2.32,3.0%
2016 Eckental CH R32,W vs Setkic,47.2%,55.9%,9.7%,3/4,2.15,8.8%,43.8%,42.9%,6.3%,1.59,18.2%,76.5%,76.9%,23.5%,2.41,4.3%
2016 Meerbusch CH QF,W vs Sieber,80.3%,45.6%,5.6%,1/3,2.27,3.5%,85.1%,45.0%,6.4%,2.24,7.4%,85.0%,47.1%,5.0%,2.32,0.0%
2016 Hamburg R32,L vs Cuevas,60.0%,33.3%,14.0%,3/4,2.59,12.3%,51.9%,21.4%,18.5%,2.60,20.0%,76.2%,43.8%,9.5%,2.57,0.0%
2016 Halle F,W vs Zverev,58.2%,54.3%,3.8%,2/1,2.32,2.6%,52.9%,48.1%,5.9%,2.04,4.3%,86.4%,63.2%,0.0%,2.74,0.0%
2016 Halle R32,W vs Baker,70.4%,49.1%,4.9%,2/2,2.60,18.6%,71.4%,45.0%,0.0%,2.43,33.3%,89.5%,58.8%,21.1%,2.77,4.5%
2016 Stuttgart R32,W vs Troicki,57.4%,51.4%,6.6%,2/2,-,14.3%,55.9%,42.1%,8.8%,-,21.7%,69.6%,62.5%,4.3%,-,0.0%
2016 Stuttgart Q2,W vs Bachinger,64.6%,62.7%,6.3%,3/2,2.54,10.0%,61.1%,60.6%,7.4%,2.15,16.7%,85.7%,66.7%,4.8%,2.90,3.8%
2014 Sydney R32,L vs Matosevic,72.1%,40.3%,11.6%,3/7,-,1.9%,66.7%,33.3%,5.6%,-,3.6%,92.9%,50.0%,25.0%,-,0.0%
2013 Metz SF,L vs Tsonga,64.7%,40.0%,10.6%,5/4,-,10.0%,60.4%,34.5%,10.4%,-,15.0%,76.5%,46.2%,11.8%,-,0.0%
2013 Canada R32,L vs Djokovic,73.7%,42.9%,10.5%,3/3,2.43,10.7%,68.6%,41.7%,8.6%,1.96,14.3%,85.7%,44.4%,14.3%,2.89,7.1%
2013 Sydney R16,L vs Tomic,54.2%,31.3%,1.7%,1/0,1.99,26.1%,52.3%,30.4%,0.0%,2.00,48.0%,75.0%,33.3%,8.3%,1.98,0.0%
2013 Brisbane R16,L vs Baghdatis,49.1%,55.6%,3.6%,1/1,-,12.7%,31.4%,54.5%,0.0%,-,21.9%,88.9%,56.3%,11.1%,-,0.0%
2011 Brisbane QF,L vs Stepanek,72.0%,38.9%,10.0%,4/1,2.58,9.1%,66.7%,25.0%,8.3%,2.67,15.6%,76.9%,50.0%,11.5%,2.46,0.0%
2010 Stockholm F,L vs Federer,74.1%,37.5%,3.7%,0/2,-,27.3%,66.7%,22.7%,6.1%,-,24.2%,85.7%,55.6%,0.0%,-,36.4%
Career (15 matches),,64.8%,45.5%,6.7%,47.8%,2.38,11.8%,60.8%,40.4%,5.5%,2.25,19.0%,82.7%,53.0%,10.2%,2.52,2.7%
