Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2017 US Open R64,L vs Cilic,102.7,112.2,4.5,114.3,106.6,119,94,86.7,5.5,,90.0,100,76
2017 Wimbledon R64,L vs Cilic,104.6,114.1,4.5,115.8,109.6,125,104,86.7,5.0,91.2,87.8,99,77
2017 Roland Garros R128,L vs Carreno Busta,97.6,110.5,7.0,,,121,83,80.8,7.3,,,97,67
2017 Australian Open R128,L vs Nadal,105.8,115.8,4.5,117.9,111.4,124,102,87.6,5.1,88.5,88.0,96,72
2016 Wimbledon R128,L vs Thiem,103.2,111.3,4.9,112.6,110.8,119,101,86.4,5.4,90.5,88.0,94,71
2015 Roland Garros R128,L vs Bautista Agut,102.0,109.0,10.1,,,121,75,86.7,5.9,,,101,78
2014 Australian Open R16,L vs Ferrer,101.3,,,,,120,,,,,,,64
2014 Australian Open R32,W vs Janowicz,95.8,,,,,116,,,,,,,65
2014 Australian Open R64,W vs Youzhny,99.7,,,,,124,,,,,,,69
2013 US Open R32,L vs Murray,101.7,,,,,122,,,,,,,70
2013 US Open R64,W vs Young,104.0,,,,,126,,,,,,,80
2013 Wimbledon R128,L vs Djokovic,106.0,,,,,120,,,,,,,61
2013 Roland Garros R128,L vs Istomin,99.7,,,,,119,,,,,,,72
2013 Australian Open R64,L vs Berankis,104.1,,,,,118,,,,,,,80
2012 US Open R128,L vs Sock,99.5,,,,,118,,,,,,,64
2012 Wimbledon QF,L vs Djokovic,104.1,,,,,124,,,,,,,79
2012 Wimbledon R16,W vs Gasquet,101.6,,,,,120,,,,,,,69
2012 Wimbledon R32,W vs Janowicz,105.5,,,,,123,,,,,,,74
2012 Wimbledon R64,W vs Petzschner,103.7,,,,,123,,,,,,,72
2011 US Open R32,L vs Ferrer,101.8,113.0,4.8,,,121,102,85.7,4.1,,,94,77
Career (24 matches),,102.2,111.7,5.7,115.1,110.1,126,75,85.8,5.5,90.5,88.2,101,61
