Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,236,102,134,43.2%,250-317,44.1%,2566-2768,48.1%,25-38,39.7%,226,76.2%,21.3%,6.0%,2.6%,60.8%,69.3%,50.7%,62.0%,35.9%,49.0%,0.95
Clay,200,100,100,50.0%,245-247,49.8%,2362-2362,50.0%,34-40,45.9%,189,71.9%,28.0%,4.8%,2.4%,61.3%,66.9%,48.4%,59.8%,39.9%,49.8%,0.99
Grass,65,39,26,60.0%,98-81,54.7%,899-877,50.6%,22-13,62.9%,64,83.2%,17.7%,6.8%,2.1%,65.5%,73.0%,52.4%,65.9%,34.2%,50.0%,1.00
Carpet,7,3,4,42.9%,6-9,40.0%,66-78,45.8%,2-1,66.7%,7,81.4%,9.9%,7.6%,2.0%,63.1%,71.2%,49.4%,63.1%,30.8%,47.0%,0.84
Grand Slams,85,38,47,44.7%,129-161,44.5%,1296-1416,47.8%,16-16,50.0%,85,75.2%,20.6%,5.6%,2.4%,61.9%,68.9%,49.3%,61.5%,35.7%,48.7%,0.93
Masters,102,44,58,43.1%,95-120,44.2%,988-1074,47.9%,11-19,36.7%,100,74.4%,22.4%,5.3%,2.6%,61.0%,68.3%,49.9%,61.2%,37.5%,49.1%,0.96
Other Tours,302,152,150,50.3%,339-340,49.9%,3289-3261,50.2%,49-55,47.1%,299,76.5%,24.5%,5.8%,2.3%,61.9%,69.2%,50.5%,62.1%,37.7%,49.9%,0.99
Best of 5,100,45,55,45.0%,159-191,45.4%,1564-1712,47.7%,23-17,57.5%,87,74.9%,20.6%,5.6%,2.5%,62.0%,68.9%,48.9%,61.3%,35.8%,48.7%,0.92
Best of 3,408,199,209,48.8%,440-463,48.7%,4329-4373,49.7%,60-75,44.4%,399,76.0%,23.9%,5.7%,2.4%,61.7%,69.0%,50.4%,61.9%,37.6%,49.7%,0.99
Finals,9,3,6,33.3%,10-13,43.5%,108-113,48.9%,1-2,33.3%,9,73.1%,25.5%,3.9%,1.4%,63.1%,67.0%,44.7%,58.8%,38.6%,49.0%,0.94
Semi-finals,16,7,9,43.8%,14-21,40.0%,157-180,46.6%,2-2,50.0%,16,73.1%,21.3%,4.4%,1.7%,64.7%,64.5%,54.0%,60.8%,37.2%,48.7%,0.95
Quarter-finals,48,16,32,33.3%,37-69,34.9%,479-559,46.1%,6-13,31.6%,47,74.2%,18.9%,4.9%,2.4%,61.5%,67.4%,50.0%,60.7%,34.3%,47.7%,0.87
vs Righties,450,214,236,47.6%,525-585,47.3%,5192-5394,49.0%,67-83,44.7%,430,75.3%,23.4%,5.6%,2.4%,61.7%,68.8%,50.0%,61.6%,37.3%,49.4%,0.97
vs Lefties,58,30,28,51.7%,74-69,51.7%,701-691,50.4%,16-9,64.0%,56,78.5%,21.3%,6.4%,2.7%,62.1%,70.6%,50.4%,63.0%,36.3%,49.7%,0.98
vs Top 10,72,13,59,18.1%,36-129,21.8%,647-926,41.1%,3-18,14.3%,68,69.7%,14.2%,5.1%,2.3%,62.8%,65.5%,48.1%,59.0%,31.8%,45.5%,0.78
