Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W60 Hechingen QF,L vs Melnikova,50% (7/14),100% (7/7),3/8,62% (8/13),0% (0/8),3/7,1/1,0/0,0/0,0/0
2019 W60 Hechingen R32,W vs Hobgarski,80% (8/10),88% (7/8),2/3,40% (4/10),25% (1/4),3/5,1/1,0/0,1/1,0/0
2019 W25 Darmstadt R32,L vs Tauson,30% (3/10),67% (2/3),1/5,67% (6/9),17% (1/6),0/1,0/0,0/0,0/0,0/0
2019 W60 Stare Splavy SF,L vs Krejcikova,22% (2/9),100% (2/2),0/6,78% (7/9),14% (1/7),1/2,0/0,0/0,0/0,0/0
2019 W60 Stare Splavy QF,W vs Kalinina,50% (6/12),83% (5/6),0/3,36% (4/11),25% (1/4),2/3,0/1,0/0,0/1,0/0
2019 W60 Stare Splavy R16,W vs Radanovic,89% (8/9),75% (6/8),3/3,27% (3/11),0% (0/3),4/6,2/2,0/0,1/1,0/0
2019 W60 Wiesbaden R32,L vs Fourlis,43% (6/14),100% (6/6),2/7,64% (9/14),0% (0/9),3/6,1/1,1/3,0/0,0/1
2019 W25 Sunderland F,W vs Dart,60% (9/15),78% (7/9),2/5,40% (6/15),17% (1/6),3/5,0/0,1/1,0/0,0/0
2019 W25 Sunderland QF,W vs Chwalinska,53% (8/15),88% (7/8),2/4,36% (5/14),0% (0/5),4/6,1/2,0/1,0/0,0/0
2019 W25 Sunderland R16,W vs Savinykh,55% (6/11),67% (4/6),1/2,30% (3/10),33% (1/3),2/2,0/0,0/0,0/0,0/0
2019 W25 Sunderland R32,W vs Murray,100% (8/8),88% (7/8),2/3,50% (4/8),25% (1/4),3/6,1/2,0/0,0/1,0/0
2019 W25 Bolton R32,L vs Raducanu,40% (4/10),50% (2/4),1/3,44% (4/9),0% (0/4),1/2,0/0,0/1,0/0,0/0
2019 W60 Croissy Beaubourg QF,L vs Dart,23% (3/13),33% (1/3),0/3,38% (5/13),40% (2/5),1/1,1/1,1/1,0/0,1/1
2019 W60 Croissy Beaubourg R16,W vs Ferrando,57% (8/14),75% (6/8),1/3,43% (6/14),33% (2/6),5/6,2/2,1/2,1/1,0/0
2019 W60 Croissy Beaubourg R32,W vs Korpatsch,100% (7/7),86% (6/7),0/1,29% (2/7),50% (1/2),5/6,2/3,0/0,1/1,0/0
2019 W60 Croissy Beaubourg Q2,W vs Galfi,50% (4/8),100% (4/4),1/1,22% (2/9),50% (1/2),4/4,2/2,0/0,1/1,0/0
2019 W25 Altenkirchen R16,L vs Bandecchi,25% (3/12),67% (2/3),0/3,42% (5/12),40% (2/5),2/2,0/0,2/2,0/0,0/0
2019 W25 Trnava R16,L vs Zaja,41% (7/17),57% (4/7),2/4,31% (5/16),20% (1/5),2/2,0/1,1/1,0/0,1/1
2019 W25 Trnava Q1,W vs Cristian,77% (10/13),70% (7/10),3/4,58% (7/12),29% (2/7),4/6,1/1,0/1,0/0,0/0
2019 W25 Trnava Q2,L vs Di Sarra,18% (2/11),100% (2/2),0/3,56% (5/9),0% (0/5),0/1,0/0,0/1,0/0,0/0
2019 (24 matches),,51.7%,80.0%,35.0%,43.0%,21.9%,68.4%,73.1%,53.3%,77.8%,66.7%
2018 (1 matches),,25.0%,50.0%,0.0%,75.0%,16.7%,100.0%,-,0.0%,-,0.0%
2017 (35 matches),,59.6%,81.0%,51.4%,44.2%,22.5%,65.6%,64.7%,55.6%,66.7%,44.4%
2016 (27 matches),,55.7%,81.4%,48.1%,40.7%,25.4%,68.1%,74.2%,56.3%,83.3%,40.0%
2015 (4 matches),,70.6%,70.8%,100.0%,26.5%,66.7%,93.8%,100.0%,-,100.0%,-
Career (113 matches),,54.6%,80.6%,44.0%,45.5%,23.6%,66.8%,68.1%,51.9%,76.2%,44.8%
