Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W60 Hechingen QF,L vs Melnikova,0.85,0.73,58.1,8.2,-,38.2%,-,43.8%,48.1%,54.2%
2019 W60 Hechingen R32,W vs Hobgarski,1.04,1.53,42.3,2.2,-,60.7%,-,57.7%,44.4%,76.0%
2019 W25 Darmstadt R32,L vs Tauson,1.00,0.51,37.7,2.0,-,52.2%,-,42.9%,25.0%,28.6%
2019 W60 Stare Splavy SF,L vs Krejcikova,0.95,0.62,43.5,3.3,-,40.7%,-,46.2%,40.0%,33.3%
2019 W60 Stare Splavy QF,W vs Kalinina,1.06,1.31,53.1,2.7,-,58.3%,-,60.0%,57.1%,43.6%
2019 W60 Stare Splavy R16,W vs Radanovic,1.05,1.41,48.9,3.2,-,55.6%,-,59.1%,55.2%,60.0%
2019 W60 Wiesbaden R32,L vs Fourlis,1.08,0.83,59.0,4.9,2.3%,50.0%,0.0%,36.8%,37.5%,48.6%
2019 W25 Sunderland F,W vs Dart,1.01,1.21,59.2,3.5,2.0%,54.9%,0.0%,62.8%,51.0%,48.9%
2019 W25 Sunderland QF,W vs Chwalinska,1.10,1.18,66.4,5.4,0.0%,59.2%,0.0%,51.2%,55.8%,38.6%
2019 W25 Sunderland R16,W vs Savinykh,1.11,1.26,62.3,2.0,2.7%,54.1%,0.0%,67.6%,51.2%,37.1%
2019 W25 Sunderland R32,W vs Murray,0.92,1.51,38.2,2.0,3.0%,57.6%,9.7%,58.1%,75.0%,62.5%
2019 W25 Bolton R32,L vs Raducanu,0.86,0.71,54.2,2.9,0.0%,57.1%,0.0%,51.9%,36.4%,38.7%
2019 W60 Croissy Beaubourg QF,L vs Dart,0.88,0.73,53.6,4.1,2.3%,62.8%,0.0%,59.0%,29.5%,35.0%
2019 W60 Croissy Beaubourg R16,W vs Ferrando,1.02,1.16,75.5,6.3,0.0%,62.5%,0.0%,52.3%,54.9%,42.0%
2019 W60 Croissy Beaubourg R32,W vs Korpatsch,1.37,2.53,23.1,2.0,4.3%,60.9%,0.0%,72.7%,60.7%,63.0%
2019 W60 Croissy Beaubourg Q2,W vs Galfi,1.21,1.67,44.1,2.0,3.3%,76.7%,0.0%,55.6%,44.0%,48.0%
2019 W25 Altenkirchen R16,L vs Bandecchi,0.91,0.77,63.5,2.9,4.7%,76.7%,0.0%,44.7%,27.5%,38.2%
2019 W25 Trnava R16,L vs Zaja,0.91,0.86,64.3,36.8,0.0%,59.6%,2.2%,58.7%,41.0%,35.7%
2019 W25 Trnava Q1,W vs Cristian,1.07,1.16,70.9,4.9,2.6%,56.4%,0.0%,50.0%,56.0%,44.9%
2019 W25 Trnava Q2,L vs Di Sarra,0.83,0.67,47.0,3.2,-,57.7%,-,40.0%,46.2%,36.0%
2019 (24 matches),,1.03,1.12,54.7,3.0,1.8%,58.7%,0.7%,55.6%,46.9%,45.8%
2018 (1 matches),,0.89,0.62,43.8,3.1,0.0%,51.9%,0.0%,38.5%,30.8%,45.8%
2017 (35 matches),,0.99,1.13,58.5,2.6,1.3%,57.1%,1.0%,56.7%,48.5%,49.9%
2016 (27 matches),,1.02,1.19,58.0,2.6,2.3%,60.2%,0.9%,57.9%,46.6%,49.1%
2015 (4 matches),,1.09,1.59,51.4,2.2,3.2%,62.4%,2.6%,68.7%,52.3%,48.4%
Career (113 matches),,1.02,1.11,56.5,2.7,1.7%,57.1%,0.9%,56.2%,46.5%,48.5%
