Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,0,,,,,,,,,,,,R32 (W60 Poertschach)
2021,6,2,4,33.3%,6-7,46.2%,53-62,46.1%,1-0,100.0%,0,,,,,,,,,,,,QF (W60 Andrezieux-Boutheon)
2020,14,7,7,50.0%,15-15,50.0%,144-143,50.2%,1-2,33.3%,2,55.0%,50.0%,2.1%,8.5%,62.4%,54.5%,45.3%,51.1%,48.3%,49.6%,0.99,QF (2x)
2019,47,29,18,61.7%,62-42,59.6%,513-439,53.9%,4-4,50.0%,2,68.4%,22.2%,2.2%,5.8%,73.9%,59.8%,41.7%,55.1%,37.3%,46.9%,0.83,W (2x)
2018,38,23,15,60.5%,47-34,58.0%,389-333,53.9%,2-3,40.0%,0,,,,,,,,,,,,W (Sharm El Sheikh $15K)
2017,46,24,22,52.2%,55-46,54.5%,506-437,53.7%,6-5,54.5%,0,,,,,,,,,,,,W (Sharm El Sheikh $15K)
2016,38,29,9,76.3%,63-24,72.4%,473-327,59.1%,6-4,60.0%,0,,,,,,,,,,,,W (2x)
2015,5,5,0,100.0%,10-0,100.0%,61-25,70.9%,1-0,100.0%,0,,,,,,,,,,,,W (Ismaning $10K)
2014,14,8,6,57.1%,19-17,52.8%,159-157,50.3%,1-3,25.0%,0,,,,,,,,,,,,SF (2x)
2013,57,34,23,59.6%,72-52,58.1%,592-510,53.7%,4-2,66.7%,0,,,,,,,,,,,,W (2x)
2012,63,48,15,76.2%,101-38,72.7%,733-495,59.7%,6-6,50.0%,0,,,,,,,,,,,,W (3x)
2011,71,46,25,64.8%,99-58,63.1%,783-645,54.8%,5-5,50.0%,0,,,,,,,,,,,,F (4x)
2010,29,18,11,62.1%,38-29,56.7%,322-293,52.4%,3-1,75.0%,0,,,,,,,,,,,,W (Le Havre 10K)
2009,27,15,12,55.6%,32-27,54.2%,277-263,51.3%,2-4,33.3%,0,,,,,,,,,,,,F (Dijon 10K)
2008,59,38,21,64.4%,85-49,63.4%,690-544,55.9%,7-8,46.7%,0,,,,,,,,,,,,F (Budapest 10K)
2007,37,21,16,56.8%,48-34,58.5%,406-349,53.8%,3-4,42.9%,0,,,,,,,,,,,,SF (3x)
2006,25,13,12,52.0%,29-26,52.7%,245-241,50.4%,2-0,100.0%,0,,,,,,,,,,,,SF (Arad 10K)
2005,2,0,2,0.0%,0-3,0.0%,9-18,33.3%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2004,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,,R32 (Iasi 10K)
Career,580,360,220,62.1%,781-505,60.7%,6364-5305,54.5%,54-51,51.4%,4,61.5%,36.8%,2.2%,7.2%,68.1%,57.4%,43.8%,53.0%,43.3%,48.3%,0.92,
