Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,10,3,7,30.0%,9-16,36.0%,105-135,43.8%,1-1,50.0%,8,48.9%,30.3%,1.2%,4.0%,63.5%,51.2%,44.3%,48.7%,43.1%,45.8%,0.84
Internationals,9,3,6,33.3%,8-14,36.4%,88-115,43.3%,0-1,0.0%,7,47.2%,29.6%,1.4%,4.3%,64.0%,49.8%,44.3%,47.8%,42.2%,45.0%,0.81
vs Righties,9,2,7,22.2%,7-15,31.8%,87-119,42.2%,1-1,50.0%,8,48.9%,30.3%,1.2%,4.0%,63.5%,51.2%,44.3%,48.7%,43.1%,45.8%,0.84
vs Lefties,1,1,0,100.0%,2-1,66.7%,18-16,52.9%,0-0,-,0,,,,,,,,,,,
