Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2024 Beijing R128,L vs Sorribes Tormo,0.94,0.90,83.7,4.8,0.0%,50.8%,0.0%,53.6%,42.1%,50.0%
2024 Hua Hin 2 R16,L vs Hartono,1.11,0.81,59.2,2.4,2.4%,46.3%,2.6%,46.2%,39.0%,38.9%
2019 W25 Naiman F,L vs You,0.91,0.65,46.5,2.0,-,40.0%,-,53.8%,37.0%,40.0%
2019 W25 Naiman QF,W vs Gasanova,1.18,1.46,55.4,2.1,-,60.6%,-,54.8%,53.8%,50.0%
2019 Anning R32,L vs Liang,0.97,0.70,50.7,2.0,6.3%,37.5%,3.2%,54.8%,46.7%,30.8%
2018 Zhengzhou R32,L vs Zhu,0.98,0.71,39.0,2.0,2.8%,33.3%,0.0%,51.4%,41.2%,42.4%
2017 Hua Hin R32,L vs Wongteanchai,0.98,0.88,75.0,3.2,0.0%,46.7%,3.6%,44.6%,45.0%,52.6%
2017 Liuzhou $60K R32,L vs Zhang,0.95,0.76,46.5,2.1,0.0%,43.6%,0.0%,41.0%,46.4%,46.2%
2017 Guangzhou R32,L vs Cabrera,0.91,0.76,54.3,2.0,0.0%,48.6%,2.8%,52.8%,40.0%,42.4%
2017 Dalian R16,L vs Zvonareva,0.95,0.71,58.8,2.5,3.3%,53.3%,0.0%,50.0%,36.7%,35.7%
2017 Dalian R32,W vs Peterson,1.16,1.17,70.0,2.7,0.0%,59.6%,0.0%,57.8%,28.2%,55.3%
2017 Nanchang R32,L vs Hsieh,0.94,0.79,59.5,2.3,0.0%,43.9%,0.0%,37.8%,50.0%,50.0%
2017 Tianjin $25K QF,L vs Lu,0.97,0.90,83.3,3.0,1.4%,54.9%,0.0%,57.8%,38.9%,42.0%
2017 Naiman $25K SF,L vs Thandi,0.87,0.42,30.5,2.0,4.0%,36.0%,4.2%,45.8%,20.8%,38.1%
2017 Naiman $25K R16,W vs Ye,1.03,1.11,82.2,2.5,0.0%,68.3%,0.0%,50.9%,37.3%,49.1%
2017 Naiman $25K R32,W vs Liu,1.15,1.52,45.2,2.5,0.0%,48.3%,3.6%,71.4%,61.3%,44.4%
2017 Qujing $25K F,W vs Gatto Monticone,1.09,1.22,63.0,9.0,0.0%,50.0%,0.0%,56.4%,43.6%,62.2%
2017 Qujing $25K SF,W vs Wang,1.05,1.20,72.0,4.0,0.0%,63.0%,6.8%,59.1%,52.2%,35.7%
2017 Qujing $25K QF,W vs Ye,1.16,2.47,30.1,2.1,0.0%,71.4%,5.3%,63.2%,78.9%,58.8%
2017 Qujing $25K R16,W vs Yuan,1.11,1.28,64.1,3.0,5.7%,48.6%,3.0%,54.5%,52.8%,60.0%
2024 (2 matches),,1.00,0.87,74.6,3.2,1.0%,49.0%,1.1%,50.5%,41.0%,46.3%
2019 (3 matches),,1.02,0.88,50.9,2.0,2.1%,46.3%,1.1%,54.5%,45.8%,40.0%
2018 (1 matches),,0.98,0.71,39.0,2.0,2.8%,33.3%,0.0%,51.4%,41.2%,42.4%
2017 (27 matches),,1.03,1.04,62.4,2.6,1.1%,52.8%,2.1%,53.2%,47.0%,48.3%
2016 (13 matches),,0.98,0.91,61.7,3.3,1.4%,53.8%,0.6%,52.6%,39.5%,47.2%
Career (60 matches),,1.02,1.02,60.7,2.7,1.2%,52.7%,1.7%,54.2%,45.7%,48.0%
