Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Miami R64,L vs Andreeva,9.6%,21.3%,48.1%,13.6%,28.8%,49.0%,65.5%,26.7%,50.0%,3.4%,10.3%,46.4%,54.5%,27.8%,0.0%,-86
2025 Cincinnati R32,L vs Seidel,24.1%,35.6%,56.1%,23.4%,37.5%,53.1%,39.3%,66.7%,60.0%,26.1%,30.4%,64.7%,30.0%,84.6%,100.0%,-104
2025 Montreal R32,W vs Andreeva,17.3%,28.0%,44.4%,20.8%,35.4%,47.4%,72.2%,53.3%,75.0%,15.8%,21.1%,37.5%,50.0%,0.0%,0.0%,9
2025 Nottingham F,W vs Yastremska,33.3%,41.3%,45.0%,37.1%,45.7%,31.8%,14.3%,19.0%,-,30.8%,38.5%,61.1%,52.9%,22.2%,-,-18
2025 Queens Club R32,W vs Jones,30.6%,36.7%,48.5%,31.4%,37.1%,54.2%,35.7%,47.6%,50.0%,30.8%,38.5%,33.3%,25.0%,80.0%,100.0%,-18
2025 Madrid R128,L vs Andreescu,33.3%,42.2%,39.3%,48.0%,52.0%,38.5%,38.5%,66.7%,-,16.7%,33.3%,40.0%,37.5%,40.0%,0.0%,17
2025 Indian Wells R64,L vs Sabalenka,22.7%,28.0%,50.0%,26.9%,32.7%,52.6%,90.0%,81.3%,0.0%,13.0%,17.4%,45.0%,11.1%,21.4%,0.0%,-104
2025 Indian Wells R128,W vs Blinkova,15.9%,25.0%,61.1%,20.8%,33.3%,68.4%,100.0%,93.3%,100.0%,10.5%,15.8%,52.9%,9.1%,12.5%,-,-43
2025 Austin F,L vs Pegula,18.8%,21.9%,39.6%,15.6%,20.0%,42.1%,43.5%,59.1%,0.0%,33.3%,33.3%,30.0%,11.1%,83.3%,100.0%,150
2025 Dubai R32,W vs Gauff,21.4%,30.0%,57.4%,25.0%,35.0%,56.7%,95.0%,80.0%,100.0%,17.2%,24.1%,58.3%,80.0%,26.3%,0.0%,-64
2025 Hobart F,W vs Mertens,30.4%,40.6%,46.8%,32.5%,45.0%,40.7%,70.6%,78.3%,100.0%,28.6%,35.7%,55.0%,25.0%,75.0%,100.0%,-62
2025 Hobart SF,W vs Avanesyan,17.6%,18.8%,44.1%,18.0%,20.0%,43.9%,73.1%,75.0%,100.0%,18.2%,18.2%,44.4%,26.7%,27.8%,50.0%,-35
2024 Cleveland F,W vs Haddad Maia,32.1%,34.6%,45.1%,38.3%,40.4%,48.3%,50.0%,60.0%,33.3%,26.7%,30.0%,40.9%,88.2%,7.7%,-,38
2024 Wimbledon R128,L vs Sakkari,18.8%,20.8%,27.8%,26.9%,30.8%,36.8%,60.0%,50.0%,50.0%,10.5%,10.5%,17.6%,72.7%,0.0%,0.0%,-14
2024 Charleston R64,L vs Wozniacki,10.9%,15.2%,27.5%,10.3%,17.2%,30.8%,91.7%,58.8%,42.9%,12.5%,12.5%,21.4%,0.0%,33.3%,0.0%,-33
2024 Indian Wells R128,L vs Parrizas Diaz,12.5%,16.3%,54.0%,15.6%,17.8%,52.6%,35.3%,57.1%,28.6%,10.7%,17.9%,56.0%,7.1%,57.1%,50.0%,-20
2024 Australian Open R128,W vs Ferro,28.2%,32.4%,58.3%,32.0%,38.0%,64.7%,36.8%,38.7%,0.0%,22.2%,22.2%,42.9%,33.3%,33.3%,0.0%,68
2024 Auckland R32,L vs Sun,23.8%,31.7%,34.1%,31.6%,42.1%,38.5%,57.1%,29.4%,0.0%,14.3%,19.0%,27.8%,66.7%,20.0%,0.0%,19
2023 US Open Q3,L vs Lys,10.0%,16.0%,31.0%,10.3%,17.2%,30.8%,35.7%,46.7%,57.1%,11.1%,16.7%,31.3%,70.0%,25.0%,-,-4
Last 52 Weeks (6 matches),,22.8%,32.7%,48.0%,25.9%,37.6%,47.7%,47.4%,46.7%,60.0%,19.5%,27.3%,48.5%,44.1%,43.3%,18.2%,52
Career (19 matches),,21.5%,28.2%,46.1%,24.7%,32.8%,47.3%,57.8%,57.0%,48.3%,18.4%,23.3%,44.1%,40.5%,34.8%,30.3%,28
