Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Miami R64,L vs Andreeva,61.6%,44.4%,2.7%,1/1,2.26,15.2%,54.9%,42.9%,0.0%,2.39,23.5%,94.4%,47.1%,11.1%,2.03,0.0%
2025 Cincinnati R32,L vs Seidel,62.5%,53.3%,4.2%,1/3,2.49,4.6%,62.1%,51.2%,4.5%,2.27,6.3%,73.1%,57.9%,3.8%,3.10,0.0%
2025 Montreal R32,W vs Andreeva,72.6%,66.0%,6.8%,3/2,2.09,20.4%,78.9%,60.0%,5.3%,2.12,28.9%,74.2%,73.9%,9.7%,2.03,0.0%
2025 Nottingham F,W vs Yastremska,76.8%,55.6%,8.5%,6/1,2.62,0.0%,72.7%,52.5%,5.5%,2.57,0.0%,92.0%,60.9%,16.0%,2.68,0.0%
2025 Queens Club R32,W vs Jones,63.6%,62.9%,7.3%,0/4,2.43,21.2%,78.9%,66.7%,7.9%,2.46,29.2%,45.5%,40.0%,9.1%,2.34,0.0%
2025 Madrid R128,L vs Andreescu,71.4%,48.9%,4.8%,1/2,2.25,7.1%,71.1%,53.1%,0.0%,1.98,15.4%,76.5%,38.5%,17.6%,2.48,0.0%
2025 Indian Wells R64,L vs Sabalenka,61.4%,31.4%,7.0%,3/1,2.27,17.2%,50.0%,27.8%,8.3%,2.39,23.7%,89.5%,35.3%,5.3%,2.04,5.0%
2025 Indian Wells R128,W vs Blinkova,81.8%,72.2%,2.3%,1/0,2.69,0.0%,91.7%,72.7%,4.2%,2.89,0.0%,77.8%,71.4%,0.0%,2.46,0.0%
2025 Austin F,L vs Pegula,83.3%,47.3%,3.0%,1/1,2.64,4.2%,90.0%,38.9%,5.0%,2.54,2.6%,79.2%,63.2%,0.0%,3.02,10.0%
2025 Dubai R32,W vs Gauff,69.7%,52.2%,6.1%,3/1,2.53,1.9%,63.2%,45.8%,5.3%,2.77,3.3%,81.5%,59.1%,7.4%,2.22,0.0%
2025 Hobart F,W vs Mertens,76.9%,61.3%,3.8%,2/2,2.65,8.5%,71.8%,56.9%,4.2%,2.36,14.8%,93.5%,69.0%,3.2%,3.06,0.0%
2025 Hobart SF,W vs Avanesyan,80.2%,63.8%,5.8%,2/3,3.08,2.9%,77.4%,58.3%,1.6%,2.98,2.4%,91.3%,76.2%,17.4%,3.22,3.7%
2024 Cleveland F,W vs Haddad Maia,66.7%,54.2%,6.9%,2/3,2.79,11.8%,71.2%,59.5%,3.8%,2.89,20.7%,68.8%,36.4%,18.8%,2.65,0.0%
2024 Wimbledon R128,L vs Sakkari,64.6%,51.6%,10.4%,5/0,2.42,2.8%,52.4%,45.5%,9.5%,2.70,5.3%,80.0%,55.0%,12.0%,2.11,0.0%
2024 Charleston R64,L vs Wozniacki,75.7%,35.7%,0.0%,0/0,2.63,0.0%,71.4%,35.0%,0.0%,2.51,0.0%,88.9%,37.5%,0.0%,2.85,0.0%
2024 Indian Wells R128,L vs Parrizas Diaz,88.2%,44.8%,3.9%,2/1,2.48,0.0%,87.0%,40.4%,3.7%,2.41,0.0%,95.2%,55.0%,4.8%,2.59,0.0%
2024 Australian Open R128,W vs Ferro,81.5%,51.5%,4.9%,2/2,2.50,10.4%,75.0%,48.7%,7.7%,2.68,14.7%,93.1%,55.6%,0.0%,2.05,0.0%
2024 Auckland R32,L vs Sun,71.7%,36.4%,15.2%,4/3,2.74,13.6%,65.4%,29.4%,3.8%,2.84,23.1%,88.9%,43.8%,33.3%,2.61,0.0%
2023 US Open Q3,L vs Lys,75.5%,48.6%,6.1%,2/1,2.79,2.4%,80.0%,43.8%,2.5%,2.49,3.8%,62.5%,80.0%,25.0%,3.28,0.0%
Last 52 Weeks (6 matches),,68.1%,55.1%,5.7%,48.0%,2.35,11.7%,68.6%,54.2%,3.8%,2.31,17.9%,78.1%,57.0%,10.9%,2.41,0.0%
Career (19 matches),,73.2%,52.8%,5.7%,56.9%,2.54,7.8%,72.0%,50.2%,4.2%,2.53,11.9%,83.1%,57.4%,9.3%,2.56,0.9%
