Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,3,2,1,66.7%,5-3,62.5%,43-41,51.2%,2-1,66.7%,3,65.9%,35.0%,1.1%,5.3%,64.7%,62.8%,45.0%,56.5%,45.1%,50.8%,1.04,QF (Austin 125 1)
2025,3,2,1,66.7%,4-2,66.7%,33-25,56.9%,1-0,100.0%,3,35.7%,51.7%,0.9%,6.0%,66.8%,52.4%,36.1%,47.0%,50.9%,49.0%,0.96,QF (Saint Malo 125)
2024,26,20,6,76.9%,41-16,71.9%,305-225,57.5%,2-1,66.7%,14,69.6%,42.7%,2.4%,3.7%,59.6%,64.0%,47.8%,57.4%,46.1%,51.8%,1.08,W (3x)
2023,46,29,17,63.0%,59-47,55.7%,519-463,52.9%,7-5,58.3%,0,,,,,,,,,,,,W (W60 Rome GA)
2022,9,7,2,77.8%,13-6,68.4%,101-77,56.7%,3-1,75.0%,0,,,,,,,,,,,,SF (W15 Lubbock TX)
2021,7,5,2,71.4%,10-5,66.7%,77-53,59.2%,0-1,0.0%,0,,,,,,,,,,,,F (W15 Lubbock TX)
2019,6,2,4,33.3%,5-8,38.5%,59-66,47.2%,2-1,66.7%,0,,,,,,,,,,,,QF (W15 Lubbock TX)
2018,3,1,2,33.3%,3-4,42.9%,29-35,45.3%,0-0,-,0,,,,,,,,,,,,R16 (Fort Worth TX $25K)
2017,5,2,3,40.0%,4-6,40.0%,43-50,46.2%,1-0,100.0%,0,,,,,,,,,,,,R16 (2x)
Career,108,70,38,64.8%,144-97,59.8%,1209-1035,53.9%,18-10,64.3%,20,64.2%,42.5%,1.9%,4.4%,61.8%,61.8%,45.7%,55.7%,46.6%,51.1%,1.05,
