Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Metz R16,L vs Tien,0.95,0.68,53.3,2.2,10.0%,50.0%,8.1%,73.0%,40.0%,15.2%
2024 Paris Olympics R64,L vs Evans,0.89,0.76,55.4,3.7,7.0%,53.5%,0.0%,60.5%,34.8%,38.6%
2019 Seoul CH R64,L vs Li,1.01,0.77,49.5,2.1,0.0%,50.0%,0.0%,51.5%,26.7%,50.0%
2019 Tunis CH R64,L vs Balazs,0.95,0.50,29.0,2.1,0.0%,48.1%,0.0%,29.2%,21.7%,42.9%
2019 M15 Tabarka R32,L vs Johansson Holm,0.71,0.61,49.9,2.1,4.8%,52.4%,5.3%,57.9%,40.0%,36.8%
2019 M15 Doha R32,L vs De Jong,0.80,0.62,45.0,2.3,0.0%,53.3%,0.0%,41.7%,33.3%,48.5%
2019 M15 Doha R32,L vs Ilhan,0.76,0.88,83.2,154.0,2.0%,51.0%,4.3%,66.0%,48.2%,49.1%
2019 Yokohama CH R32,L vs Ito,1.23,0.74,50.3,2.0,0.0%,39.4%,0.0%,43.3%,34.6%,36.4%
2019 Yokohama CH R64,W vs Takahashi,1.11,1.16,77.3,2.7,3.3%,45.9%,5.2%,69.0%,55.4%,34.0%
2019 Bangkok CH R64,L vs De Bakker,1.03,0.70,50.7,2.1,4.8%,59.5%,9.8%,56.1%,33.3%,23.5%
2019 Bangkok CH Q1,L vs Bai,0.82,0.78,52.0,3.2,4.7%,51.2%,2.6%,63.2%,35.3%,47.9%
2019 Bangkok CH Q1,L vs Tyurnev,1.00,0.59,47.3,2.0,0.0%,57.7%,4.0%,36.0%,23.3%,40.7%
2018 Kobe CH R32,L vs Nishioka,1.10,0.80,41.4,3.6,0.0%,38.2%,9.4%,43.8%,44.0%,41.7%
2018 Tunis CH R32,L vs Zopp,1.04,0.78,52.4,2.1,2.3%,58.1%,0.0%,45.2%,35.9%,36.4%
2017 Tunisia F7 QF,L vs Travaglia,1.11,0.71,46.6,2.2,0.0%,34.5%,0.0%,44.4%,37.5%,40.9%
2016 USA F10 R16,L vs Mmoh,0.91,0.54,39.5,2.1,0.0%,61.3%,0.0%,37.9%,28.0%,31.8%
2025 (1 matches),,0.95,0.68,53.3,2.2,10.0%,50.0%,8.1%,73.0%,40.0%,15.2%
2024 (1 matches),,0.89,0.76,55.4,3.7,7.0%,53.5%,0.0%,60.5%,34.8%,38.6%
2019 (10 matches),,0.94,0.78,57.3,2.5,2.2%,50.5%,3.5%,54.6%,37.7%,41.1%
2018 (2 matches),,1.07,0.79,47.8,2.7,1.3%,49.4%,4.1%,44.6%,39.1%,38.6%
2017 (1 matches),,1.11,0.71,46.6,2.2,0.0%,34.5%,0.0%,44.4%,37.5%,40.9%
Career (16 matches),,0.96,0.76,54.4,2.5,2.7%,50.3%,3.3%,53.5%,37.3%,38.6%
