Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
5,Silvia Ambrosio [ITA],4,1,80.0%,2,1,1,50.0%,2022,2025,1,1.70,0.0%,4.9%,75.6%,71.0%,40.0%,63.4%,62.2%,33.3%,100.0%
5,Ekaterina Makarova [RUS],3,2,60.0%,2,1,1,50.0%,2023,2025,2,1.38,1.7%,6.0%,71.8%,70.2%,39.4%,61.5%,52.9%,54.5%,61.1%
4,Nuria Brancaccio [ITA],3,1,75.0%,0,0,0,-,2023,2026,2,1.41,0.0%,3.4%,79.3%,59.8%,58.3%,59.5%,57.1%,50.0%,52.0%
4,Polona Hercog [SLO],1,3,25.0%,1,1,0,100.0%,2024,2025,2,0.98,1.2%,3.5%,78.0%,65.2%,26.3%,56.6%,42.7%,50.0%,40.9%
4,Zhibek Kulambayeva [KAZ],2,2,50.0%,1,0,1,0.0%,2017,2019,0,,,,,,,,,,
3,Mayar Sherif [EGY],3,0,100.0%,1,0,1,0.0%,2025,2026,3,1.26,0.4%,1.2%,79.8%,65.2%,50.0%,62.1%,47.7%,63.0%,45.9%
3,Sada Nahimana [BDI],3,0,100.0%,0,0,0,-,2023,2025,2,1.73,1.1%,2.1%,76.8%,67.1%,63.6%,66.3%,58.4%,40.0%,55.0%
3,Teodora Kostovic [SRB],2,1,66.7%,1,1,0,100.0%,2025,2025,3,1.17,0.4%,2.7%,70.4%,59.2%,56.1%,58.3%,48.8%,59.1%,55.6%
3,Georgia Andreea Craciun [ROU],3,0,100.0%,0,0,0,-,2020,2024,0,,,,,,,,,,
3,Claudia Hoste Ferrer [ESP],2,1,66.7%,2,1,1,50.0%,2019,2023,0,,,,,,,,,,
3,Zeynep Sonmez [TUR],0,3,0.0%,0,0,0,-,2020,2023,1,0.80,0.0%,3.4%,75.9%,63.6%,21.4%,53.4%,37.1%,28.6%,25.0%
3,Martina Spigarelli [ITA],2,1,66.7%,0,0,0,-,2019,2020,0,,,,,,,,,,
3,Darya Astakhova [RUS],1,2,33.3%,0,0,0,-,2018,2019,0,,,,,,,,,,
2,Polina Kudermetova [UZB],1,1,50.0%,1,0,1,0.0%,2026,2026,2,1.00,2.3%,4.0%,72.3%,58.4%,45.8%,54.9%,45.3%,54.5%,38.7%
2,Guiomar Maristany Zuleta De Reales [ESP],2,0,100.0%,0,0,0,-,2025,2026,2,1.18,0.8%,3.1%,82.9%,57.9%,27.3%,52.7%,55.9%,55.0%,60.0%
