Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,5,3,2,60.0%,7-5,58.3%,63-60,51.2%,0-2,0.0%,5,70.0%,32.8%,0.5%,3.0%,74.7%,62.7%,45.0%,58.2%,41.7%,50.2%,1.00
Clay,1,0,1,0.0%,1-2,33.3%,16-16,50.0%,0-1,0.0%,1,53.3%,50.0%,3.0%,6.1%,73.7%,56.2%,38.5%,51.5%,47.5%,49.3%,0.98
Grand Slams,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-1,0.0%,1,33.3%,30.0%,1.3%,1.3%,73.8%,49.2%,38.1%,46.3%,39.3%,43.3%,0.73
Internationals,4,3,1,75.0%,7-3,70.0%,56-47,54.4%,0-1,0.0%,4,76.5%,33.3%,0.3%,3.4%,74.9%,65.8%,46.6%,61.0%,42.1%,51.7%,1.08
Semi-finals,1,0,1,0.0%,1-2,33.3%,14-16,46.7%,0-0,-,1,60.0%,33.3%,0.0%,5.9%,72.3%,61.6%,28.6%,52.5%,41.4%,47.0%,0.87
Quarter-finals,1,1,0,100.0%,2-0,100.0%,12-8,60.0%,0-0,-,1,80.0%,40.0%,0.0%,4.3%,75.5%,60.6%,52.2%,58.5%,46.3%,53.4%,1.12
vs Righties,6,3,3,50.0%,8-7,53.3%,79-76,51.0%,0-3,0.0%,6,66.7%,36.4%,0.9%,3.6%,74.5%,61.5%,43.7%,57.0%,43.0%,50.0%,1.00
vs Top 10,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-1,0.0%,1,33.3%,30.0%,1.3%,1.3%,73.8%,49.2%,38.1%,46.3%,39.3%,43.3%,0.73
