Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1985,4,3,1,75.0%,5-4,55.6%,43-40,51.8%,1-0,100.0%,0,,,,,,,,,,,,SF (Bethesda)
1984,11,0,11,0.0%,2-21,8.7%,62-135,31.5%,0-1,0.0%,0,,,,,,,,,,,,R32 (6x)
1983,28,11,17,39.3%,27-33,45.0%,255-275,48.1%,3-7,30.0%,0,,,,,,,,,,,,W (Dublin)
1982,53,25,28,47.2%,50-65,43.5%,455-517,46.8%,5-2,71.4%,0,,,,,,,,,,,,F (Manchester)
1981,41,21,20,51.2%,43-40,51.8%,368-356,50.8%,6-5,54.5%,0,,,,,,,,,,,,W (Berkeley)
1980,46,23,23,50.0%,46-45,50.5%,392-387,50.3%,7-4,63.6%,0,,,,,,,,,,,,W (Berkeley)
1979,48,24,24,50.0%,48-53,47.5%,437-459,48.8%,4-4,50.0%,0,,,,,,,,,,,,
1978,38,18,20,47.4%,38-42,47.5%,349-373,48.3%,5-3,62.5%,0,,,,,,,,,,,,F (Columbus)
1977,37,21,16,56.8%,44-34,56.4%,361-314,53.5%,4-1,80.0%,0,,,,,,,,,,,,F (Raleigh)
1976,6,4,2,66.7%,7-6,53.8%,60-47,56.1%,1-0,100.0%,0,,,,,,,,,,,,SF (Kona)
1975,35,15,20,42.9%,33-35,48.5%,300-297,50.3%,1-7,12.5%,0,,,,,,,,,,,,F (2x)
1974,55,39,16,70.9%,80-35,69.6%,597-404,59.6%,4-4,50.0%,0,,,,,,,,,,,,W (3x)
1973,13,6,7,46.2%,13-13,50.0%,118-113,51.1%,1-2,33.3%,0,,,,,,,,,,,,SF (Manchester)
1972,6,3,3,50.0%,5-6,45.5%,43-49,46.7%,0-0,-,0,,,,,,,,,,,,SF (Atlanta)
1970,8,3,5,37.5%,7-10,41.2%,63-87,42.0%,0-0,-,0,,,,,,,,,,,,W (Los Gatos)
1969,11,6,5,54.5%,12-11,52.2%,95-80,54.3%,0-0,-,0,,,,,,,,,,,,SF (3x)
Career,440,222,218,50.5%,460-453,50.4%,3998-3933,50.4%,42-40,51.2%,0,,,,,,,,,,,,
