Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
18-Mar-2026,Miami Masters,Hard,Q2,88,130,(23) Christopher Oconnell [AUS] d. (9) Blockx,4-6 6-4 6-4,1.08,13.1%,2.4%,59.5%,78.0%,50.0%,6/9,2:17
18-Mar-2026,Miami Masters,Hard,Q1,88,140,(9) Blockx d. Chun Hsin Tseng [TPE],7-6(5) 6-3,1.44,18.5%,0.0%,66.2%,83.7%,59.1%,3/4,1:25
10-Mar-2026,Cap Cana CH,Hard,SF,97,79,(6) Mariano Navone [ARG] d. Blockx,3-6 6-3 7-6(3),0.99,6.6%,1.1%,50.5%,73.9%,48.9%,0/3,2:45
10-Mar-2026,Cap Cana CH,Hard,QF,97,123,Blockx d. (LL) Coleman Wong [HKG],4-6 7-5 6-3,1.17,7.9%,4.0%,54.5%,80.0%,56.5%,7/8,2:30
10-Mar-2026,Cap Cana CH,Hard,R16,97,109,Blockx d. Dalibor Svrcina [CZE],7-6(3) 6-7(8) 6-3,1.11,7.3%,2.4%,52.0%,65.6%,49.2%,6/11,2:57
10-Mar-2026,Cap Cana CH,Hard,R32,97,435,Blockx d. (WC) Roberto Cid [DOM],6-0 7-5,1.36,8.5%,1.7%,62.7%,81.1%,31.8%,5/6,1:29
04-Mar-2026,Indian Wells Masters,Hard,Q1,97,155,Martin Landaluce [ESP] d. (5) Blockx,6-0 6-2,0.37,2.2%,4.4%,44.4%,40.0%,40.0%,2/7,0:59
16-Feb-2026,Lille CH,Hard,F,104,130,(7) Luca Van Assche [FRA] d. (4) Blockx,6-2 6-4,0.67,6.5%,4.3%,76.1%,68.6%,27.3%,0/3,1:18
16-Feb-2026,Lille CH,Hard,SF,104,197,(4) Blockx d. Jerome Kym [SUI],6-3 7-6(4),1.03,15.8%,0.0%,63.2%,83.3%,53.6%,2/2,1:23
16-Feb-2026,Lille CH,Hard,QF,104,112,(4) Blockx d. (8) Benjamin Bonzi [FRA],6-3 6-4,2.01,9.6%,0.0%,59.6%,87.1%,66.7%,1/1,1:20
16-Feb-2026,Lille CH,Hard,R16,104,358,(4) Blockx d. (WC) Arthur Bouquier [FRA],6-1 7-6(3),2.36,14.8%,0.0%,64.8%,82.9%,84.2%,0/0,1:10
16-Feb-2026,Lille CH,Hard,R32,104,186,(4) Blockx d. Roman Safiullin [RUS],6-2 6-2,1.74,10.9%,0.0%,69.6%,71.9%,71.4%,0/0,1:09
09-Feb-2026,Pau CH,Hard,R32,103,213,(Q) Clement Tabur [FRA] d. (3) Blockx,6-1 6-4,0.33,11.3%,0.0%,67.9%,69.4%,29.4%,4/7,1:03
07-Feb-2026,Davis Cup QLS R1: BEL vs BUL,Clay,RR,105,663,Blockx d. Iliyan Radulov [BUL],6-7(3) 6-4 6-1,,,,,,,,
19-Jan-2026,Australian Open,Hard,R128,96,151,(Q) Jaime Faria [POR] d. (LL) Blockx,6-3 3-6 6-3 6-4,1.01,8.0%,2.0%,56.0%,76.8%,54.5%,4/8,2:28
19-Jan-2026,Australian Open,Hard,Q3,96,194,Jason Kubler [AUS] d. (7) Blockx,3-6 6-3 1-0 RET,1.02,8.5%,1.7%,50.8%,83.3%,51.7%,2/4,1:38
19-Jan-2026,Australian Open,Hard,Q2,96,206,(7) Blockx d. Alex Molcan [SVK],6-1 6-1,2.33,13.5%,2.7%,62.2%,87.0%,57.1%,0/0,0:58
19-Jan-2026,Australian Open,Hard,Q1,96,230,(7) Blockx d. Marco Cecchinato [ITA],6-3 6-4,4.57,9.1%,0.0%,68.2%,90.0%,92.9%,0/0,1:06
05-Jan-2026,Canberra CH,Hard,F,115,165,(6) Blockx d. (Q) Rafael Jodar [ESP],6-4 6-4,1.15,7.9%,1.6%,61.9%,76.9%,45.8%,4/5,1:23
05-Jan-2026,Canberra CH,Hard,SF,115,188,(6) Blockx d. (WC) James Mccabe [AUS],6-3 6-7(3) 6-3,1.21,8.8%,3.9%,58.8%,75.0%,66.7%,5/5,2:23
05-Jan-2026,Canberra CH,Hard,QF,115,101,(6) Blockx d. (1) Vit Kopriva [CZE],7-5 5-7 6-4,0.99,13.6%,6.4%,57.6%,73.6%,41.5%,12/15,2:28
05-Jan-2026,Canberra CH,Hard,R16,115,128,(6) Blockx d. Roberto Carballes Baena [ESP],7-6(8) 3-6 7-5,1.01,8.0%,4.8%,54.4%,76.5%,45.6%,13/16,2:51
05-Jan-2026,Canberra CH,Hard,R32,115,135,(6) Blockx d. Nicolai Budkov Kjaer [NOR],6-2 6-3,1.75,11.8%,2.0%,64.7%,90.9%,44.4%,0/0,1:09
