Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Australian Open R128,L vs Swiatek,50% (5/10),60% (3/5),2/4,55% (6/11),17% (1/6),3/3,0/1,1/2,0/0,0/1
2025 s Hertogenbosch R16,W vs Birrell,56% (5/9),100% (5/5),3/3,40% (4/10),25% (1/4),3/4,1/1,0/0,1/1,0/0
2025 Abu Dhabi R32,L vs Sonobe,22% (2/9),50% (1/2),0/3,60% (6/10),33% (2/6),1/1,0/0,1/2,0/0,0/1
2024 Hong Kong R32,W vs Halep,56% (5/9),80% (4/5),0/1,22% (2/9),50% (1/2),3/3,1/1,0/0,0/0,0/0
2024 US Open R128,L vs Andreeva,36% (4/11),50% (2/4),0/3,64% (7/11),57% (4/7),2/2,1/2,2/2,0/0,0/0
2024 Monterrey QF,L vs Alexandrova,25% (3/12),67% (2/3),1/3,42% (5/12),40% (2/5),2/2,0/0,1/1,0/0,1/1
2024 Toronto R32,L vs Sabalenka,38% (3/8),33% (1/3),0/5,63% (5/8),0% (0/5),0/1,0/0,0/0,0/0,0/0
2024 Wimbledon R128,L vs Rus,0% (0/8),- (0/0),0/3,56% (5/9),20% (1/5),0/0,0/0,1/2,0/0,0/1
2024 s Hertogenbosch R16,L vs Andreescu,20% (2/10),50% (1/2),0/3,50% (5/10),40% (2/5),0/1,0/0,1/1,0/0,0/0
2024 Rome R128,L vs Wang,25% (3/12),100% (3/3),1/5,69% (9/13),22% (2/9),0/2,0/0,0/2,0/0,0/1
2024 Indian Wells QF,L vs Gauff,60% (6/10),50% (3/6),0/4,67% (6/9),17% (1/6),1/3,0/0,1/2,0/0,0/0
2024 Indian Wells R16,W vs Kasatkina,57% (8/14),100% (8/8),4/7,53% (8/15),13% (1/8),5/7,1/1,0/0,1/1,0/0
2024 Indian Wells R64,W vs Zheng,67% (6/9),67% (4/6),0/2,30% (3/10),33% (1/3),2/3,1/2,0/0,1/2,0/0
2024 Austin F,W vs Wang,64% (7/11),71% (5/7),2/4,73% (8/11),50% (4/8),3/5,1/3,1/1,0/2,0/0
2024 Austin QF,W vs Wang,50% (5/10),80% (4/5),1/2,27% (3/11),33% (1/3),4/4,2/2,1/1,1/1,0/0
2024 Hobart SF,L vs Navarro,0% (0/9),- (0/0),0/2,50% (5/10),40% (2/5),0/0,0/0,0/1,0/0,0/1
2023 Seoul F,L vs Pegula,38% (3/8),67% (2/3),2/5,67% (6/9),0% (0/6),1/2,0/0,0/1,0/0,0/1
2023 Wimbledon R128,L vs Azarenka,38% (6/16),33% (2/6),1/3,31% (5/16),40% (2/5),1/1,0/0,2/2,0/0,1/1
2023 Australian Open R128,L vs Sakkari,25% (2/8),50% (1/2),0/3,67% (6/9),17% (1/6),1/1,0/0,0/2,0/0,0/1
2022 US Open R32,L vs Pegula,8% (1/13),100% (1/1),0/5,54% (7/13),14% (1/7),1/1,0/0,0/1,0/0,0/1
2026 (1 matches),,50.0%,60.0%,50.0%,54.5%,16.7%,100.0%,0.0%,50.0%,-,0.0%
2025 (2 matches),,38.9%,85.7%,50.0%,50.0%,30.0%,80.0%,100.0%,50.0%,100.0%,0.0%
2024 (13 matches),,39.1%,71.2%,20.5%,51.4%,31.0%,66.7%,63.6%,61.5%,50.0%,25.0%
2023 (3 matches),,34.4%,45.5%,27.3%,50.0%,17.6%,75.0%,-,40.0%,-,33.3%
2022 (4 matches),,26.8%,81.8%,10.0%,35.7%,20.0%,77.8%,60.0%,75.0%,50.0%,50.0%
Career (52 matches),,44.4%,74.2%,25.4%,49.6%,21.9%,65.0%,65.0%,60.3%,62.5%,53.8%
