Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,12,6,6,50.0%,6,3,3,50.0%,2020,2026,R128,12,1.02,5.4%,2.4%,64.0%,63.4%,48.8%,58.2%,42.5%,54.5%,40.7%
Roland Garros,5,Clay,6,1,5,16.7%,0,0,0,-,2021,2025,R128,6,0.90,1.6%,1.9%,66.8%,51.0%,61.0%,54.3%,41.1%,41.2%,33.9%
Wimbledon,4,Grass,10,5,5,50.0%,1,0,1,0.0%,2022,2025,R128,10,1.01,3.2%,2.2%,65.4%,63.6%,46.4%,57.7%,42.9%,42.9%,41.7%
US Open,4,Hard,9,5,4,55.6%,6,4,2,66.7%,2022,2025,R32,9,1.08,6.0%,1.3%,63.0%,67.7%,47.6%,60.3%,42.9%,59.0%,52.6%
Olympics,1,,2,1,1,50.0%,1,0,1,0.0%,2024,2024,R32,2,0.88,2.1%,2.1%,72.6%,47.2%,52.5%,48.6%,45.0%,50.0%,58.8%
Miami,4,Hard,8,4,4,50.0%,2,0,2,0.0%,2022,2026,R64,8,1.02,3.8%,2.8%,59.0%,65.9%,48.3%,58.7%,42.0%,54.8%,35.6%
Indian Wells,5,Hard,9,4,5,44.4%,1,1,0,100.0%,2021,2026,QF,9,0.92,0.5%,2.6%,55.9%,59.9%,40.9%,51.6%,44.6%,40.3%,36.7%
Austin,3,Hard,10,7,3,70.0%,5,2,3,40.0%,2024,2026,W,10,1.15,4.9%,1.9%,59.5%,65.3%,50.3%,59.3%,46.9%,57.1%,41.3%
Ningbo,3,Hard,5,2,3,40.0%,0,0,0,-,2023,2025,R16,5,1.02,5.6%,2.2%,59.6%,66.3%,44.3%,57.4%,43.4%,56.1%,47.2%
Wuhan,3,Hard,5,2,3,40.0%,2,2,0,100.0%,2019,2025,R32,5,0.93,4.8%,4.3%,58.8%,65.2%,50.9%,59.3%,37.9%,66.7%,36.4%
Beijing,4,Hard,7,3,4,42.9%,0,0,0,-,2019,2025,R32,7,0.94,2.4%,2.0%,58.5%,61.7%,44.4%,54.5%,42.9%,56.5%,46.9%
