Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,93,46,47,49.5%,110-109,50.2%,1048-1043,50.1%,15-15,50.0%,89,65.3%,33.8%,3.6%,2.2%,60.0%,63.8%,46.3%,56.8%,43.1%,50.0%,1.00
Clay,16,7,9,43.8%,17-21,44.7%,167-197,45.9%,6-2,75.0%,16,60.1%,30.3%,1.6%,2.0%,65.1%,58.1%,47.5%,54.4%,41.8%,48.3%,0.92
Grass,13,4,9,30.8%,10-19,34.5%,118-150,44.0%,0-0,-,13,63.4%,24.6%,3.4%,2.6%,62.9%,64.4%,43.1%,56.5%,39.2%,47.7%,0.90
Grand Slams,15,2,13,13.3%,10-26,27.8%,149-200,42.7%,2-3,40.0%,15,62.4%,22.4%,3.2%,1.9%,63.7%,61.4%,45.0%,55.4%,37.7%,46.8%,0.85
Premiers,17,8,9,47.1%,16-20,44.4%,161-167,49.1%,0-1,0.0%,17,65.1%,32.9%,3.7%,2.2%,59.2%,64.6%,44.9%,56.6%,42.3%,49.5%,0.98
Internationals,53,28,25,52.8%,66-60,52.4%,618-603,50.6%,11-10,52.4%,53,66.2%,34.9%,3.6%,2.1%,60.7%,64.0%,47.0%,57.4%,43.9%,50.6%,1.03
Finals,2,1,1,50.0%,2-2,50.0%,18-22,45.0%,1-0,100.0%,2,50.0%,36.8%,1.5%,1.5%,55.1%,57.3%,41.0%,50.0%,46.5%,48.2%,0.93
Semi-finals,4,2,2,50.0%,5-5,50.0%,48-45,51.6%,0-1,0.0%,4,76.1%,28.3%,7.7%,1.7%,63.1%,66.0%,53.6%,61.4%,39.9%,50.5%,1.03
Quarter-finals,10,4,6,40.0%,9-12,42.9%,100-116,46.3%,2-2,50.0%,10,65.1%,27.4%,5.1%,1.9%,59.3%,65.0%,44.6%,56.7%,41.4%,48.7%,0.96
vs Righties,111,49,62,44.1%,120-140,46.2%,1200-1277,48.4%,18-16,52.9%,107,63.3%,32.4%,3.4%,2.3%,60.7%,62.5%,45.7%,55.9%,42.6%,49.3%,0.97
vs Lefties,9,6,3,66.7%,13-9,59.1%,108-104,50.9%,3-1,75.0%,9,72.6%,27.5%,2.1%,1.2%,64.4%,67.1%,50.8%,61.3%,40.5%,51.1%,1.05
vs Top 10,14,1,13,7.1%,5-26,16.1%,97-177,35.4%,1-1,50.0%,14,48.9%,20.3%,2.8%,2.3%,57.8%,56.1%,42.0%,50.2%,35.0%,43.2%,0.70
