Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
30-Mar-2026,Charleston,Clay,R32,121,43,(14) Elisabetta Cocciaretto [ITA] d. (LL) Yuan,6-0 7-5,0.60,1.3%,1.3%,57.7%,48.9%,36.4%,7/13,1:37
30-Mar-2026,Charleston,Clay,R64,121,102,(LL) Yuan d. Mayar Sherif [EGY],2-6 7-6(4) 7-6(5),0.90,0.8%,0.0%,74.0%,61.5%,56.3%,8/12,3:13
30-Mar-2026,Charleston,Clay,Q2,121,162,(9) Kayla Day [USA] d. (4) Yuan,6-1 6-4,0.63,1.8%,1.8%,75.0%,42.9%,42.9%,4/10,1:15
30-Mar-2026,Charleston,Clay,Q1,121,244,(4) Yuan d. Kajsa Rinaldo Persson [SWE],4-6 6-4 6-3,1.10,1.1%,1.1%,76.6%,59.7%,54.5%,5/9,2:06
17-Mar-2026,Miami,Hard,Q2,124,70,(1) Kimberly Birrell [AUS] d. (23) Yuan,6-2 2-6 6-4,0.85,1.0%,2.0%,57.0%,59.6%,48.8%,9/14,2:17
17-Mar-2026,Miami,Hard,Q1,124,,(23) Yuan d. (WC) Reese Brantmeier [USA],6-7(6) 6-4 6-2,1.50,3.4%,1.1%,66.3%,76.3%,70.0%,2/3,2:23
09-Mar-2026,Austin 125 1,Hard,R32,120,71,(7) Oksana Selekhmeteva [RUS] d. Yuan,6-4 6-3,0.74,1.5%,1.5%,53.8%,54.3%,43.3%,1/5,1:31
04-Mar-2026,Indian Wells,Hard,Q1,120,84,(4) Dalma Galfi [HUN] d. Yuan,6-2 6-4,0.82,2.0%,0.0%,62.7%,68.8%,36.8%,1/5,1:12
23-Feb-2026,Austin,Hard,QF,128,103,Ashlyn Krueger [USA] d. (LL) Yuan,7-6(5) 6-4,0.76,10.8%,0.0%,62.7%,75.0%,41.9%,4/6,1:43
23-Feb-2026,Austin,Hard,R16,128,87,(LL) Yuan d. Dalma Galfi [HUN],6-3 6-2,1.50,3.4%,1.7%,55.2%,78.1%,57.7%,0/0,1:23
23-Feb-2026,Austin,Hard,R32,128,102,(LL) Yuan d. Rebecca Sramkova [SVK],4-6 7-5 6-1,1.15,2.0%,0.0%,66.7%,62.1%,60.6%,7/10,2:09
23-Feb-2026,Austin,Hard,Q2,128,163,(8) Whitney Osuigwe [USA] d. (5) Yuan,6-4 6-3,0.89,1.8%,1.8%,61.8%,44.1%,47.6%,2/8,1:34
16-Feb-2026,Oeiras 125 Indoor 2,Hard,R32,122,172,Anouk Koevermans [NED] d. (4) Yuan,6-4 6-1,0.71,4.5%,1.5%,57.6%,55.3%,21.4%,5/12,1:29
01-Feb-2026,Cluj-Napoca,Hard,QF,130,144,(Q) Daria Snigur [UKR] d. Yuan,4-6 6-0 7-5,0.89,6.5%,3.2%,53.8%,66.0%,30.2%,5/12,2:16
01-Feb-2026,Cluj-Napoca,Hard,R16,130,478,Yuan d. Sara Sorribes Tormo [ESP],4-6 6-2 7-6(5),1.05,0.0%,0.0%,64.5%,59.4%,39.5%,2/9,3:24
01-Feb-2026,Cluj-Napoca,Hard,R32,130,67,Yuan d. (6) Antonia Ruzic [CRO],6-4 5-7 6-2,1.08,5.7%,1.1%,64.4%,57.1%,45.2%,2/8,2:35
19-Jan-2026,Australian Open,Hard,R128,130,2,(2) Iga Swiatek [POL] d. (Q) Yuan,7-6(5) 6-3,0.83,2.4%,0.0%,58.5%,60.4%,38.2%,5/10,2:00
19-Jan-2026,Australian Open,Hard,Q3,130,151,(25) Yuan d. Tamara Zidansek [SLO],6-3 6-1,1.82,8.3%,0.0%,72.9%,77.1%,61.5%,1/1,1:27
19-Jan-2026,Australian Open,Hard,Q2,130,158,(25) Yuan d. Maria Lourdes Carle [ARG],7-6(5) 3-6 6-4,0.98,5.1%,0.0%,78.8%,55.1%,47.6%,4/11,3:02
19-Jan-2026,Australian Open,Hard,Q1,130,178,(25) Yuan d. Louisa Chirico [USA],3-6 6-1 6-2,1.31,3.9%,1.3%,65.8%,64.0%,53.8%,3/6,1:50
