Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,9,5,4,55.6%,11-12,47.8%,114-118,49.1%,3-2,60.0%,9,64.9%,31.9%,3.5%,0.7%,62.8%,62.5%,44.2%,55.7%,42.6%,49.3%,0.96,QF (2x)
2025,28,9,19,32.1%,27-39,40.9%,295-335,46.8%,3-5,37.5%,26,61.4%,31.0%,3.3%,2.8%,62.8%,62.8%,43.9%,55.8%,40.7%,48.5%,0.92,QF (s Hertogenbosch)
2024,55,29,26,52.7%,63-64,49.6%,593-612,49.2%,9-7,56.3%,55,64.1%,33.8%,3.0%,2.0%,60.6%,62.0%,47.6%,56.3%,43.5%,49.9%,1.00,W (Austin)
2023,19,9,10,47.4%,24-22,52.2%,229-211,52.0%,2-3,40.0%,17,67.3%,34.2%,3.8%,2.3%,59.1%,64.4%,47.0%,57.3%,43.6%,50.4%,1.02,F (Seoul)
2022,9,5,4,55.6%,11-8,57.9%,91-89,50.6%,4-0,100.0%,9,71.9%,27.0%,3.2%,2.9%,61.5%,68.6%,44.5%,59.3%,40.7%,49.9%,1.00,
2020,1,0,1,0.0%,0-2,0.0%,1-12,7.7%,0-0,-,1,16.7%,0.0%,2.9%,17.6%,44.1%,53.3%,21.1%,35.3%,17.6%,26.5%,0.27,R32 (Hua Hin)
2018,1,0,1,0.0%,1-2,33.3%,10-13,43.5%,0-0,-,1,58.3%,27.3%,3.9%,2.6%,55.3%,57.1%,52.9%,55.3%,43.1%,50.0%,0.96,R32 (Tianjin)
Career,122,57,65,46.7%,137-149,47.9%,1333-1390,49.0%,21-17,55.3%,118,64.4%,32.4%,3.3%,2.2%,61.0%,63.0%,46.1%,56.4%,42.6%,49.5%,0.98,
