Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Australian Open R128,L vs Swiatek,0.94,0.78,56.0,3.3,2.3%,37.2%,2.6%,66.7%,39.5%,41.2%
2025 s Hertogenbosch R16,W vs Birrell,1.08,1.34,53.7,2.9,5.7%,57.1%,8.8%,58.8%,45.7%,58.8%
2025 Abu Dhabi R32,L vs Sonobe,1.09,0.60,50.7,2.2,0.0%,54.5%,2.3%,51.2%,30.8%,20.8%
2024 Hong Kong R32,W vs Halep,1.14,1.60,46.3,2.2,0.0%,65.5%,0.0%,68.0%,46.9%,46.7%
2024 US Open R128,L vs Andreeva,1.01,0.91,53.3,2.1,7.7%,56.4%,0.0%,61.1%,40.5%,33.3%
2024 Monterrey QF,L vs Alexandrova,0.96,0.80,63.6,2.4,6.5%,65.2%,2.4%,50.0%,32.6%,37.5%
2024 Toronto R32,L vs Sabalenka,0.92,0.60,42.5,2.2,2.8%,47.2%,3.0%,48.5%,24.0%,45.5%
2024 Wimbledon R128,L vs Rus,0.78,0.41,34.4,2.2,0.0%,51.9%,0.0%,58.3%,21.7%,26.3%
2024 s Hertogenbosch R16,L vs Andreescu,0.95,0.69,55.9,2.3,0.0%,45.2%,3.6%,71.4%,31.3%,29.6%
2024 Rome R128,L vs Wang,1.13,0.81,59.3,4.8,3.3%,48.3%,0.0%,48.3%,31.7%,42.9%
2024 Indian Wells QF,L vs Gauff,0.90,0.72,52.0,2.4,0.0%,51.7%,0.0%,40.7%,43.2%,42.5%
2024 Indian Wells R16,W vs Kasatkina,1.15,1.18,71.0,16.6,0.0%,47.3%,0.0%,54.9%,37.8%,62.8%
2024 Indian Wells R64,W vs Zheng,1.11,1.44,50.0,2.0,0.0%,58.8%,0.0%,65.6%,41.7%,57.6%
2024 Austin F,W vs Wang,1.11,1.24,57.6,3.0,0.0%,61.5%,0.0%,47.2%,58.7%,41.9%
2024 Austin QF,W vs Wang,0.99,1.30,60.6,2.5,2.5%,70.0%,0.0%,54.3%,57.5%,40.0%
2024 Hobart SF,L vs Navarro,0.86,0.56,52.1,2.4,10.3%,53.8%,5.7%,62.9%,22.2%,33.3%
2023 Seoul F,L vs Pegula,0.91,0.64,41.5,2.4,6.5%,41.9%,0.0%,46.7%,33.3%,46.2%
2023 Wimbledon R128,L vs Azarenka,0.94,0.97,81.9,3.0,3.8%,67.3%,6.5%,60.9%,35.0%,39.3%
2023 Australian Open R128,L vs Sakkari,1.04,0.60,52.9,2.2,4.7%,58.1%,4.7%,37.2%,21.7%,40.0%
2022 US Open R32,L vs Pegula,1.44,0.48,55.1,2.2,4.1%,57.1%,0.0%,47.7%,6.3%,25.8%
2026 (1 matches),,0.94,0.78,56.0,3.3,2.3%,37.2%,2.6%,66.7%,39.5%,41.2%
2025 (2 matches),,1.08,0.99,52.2,2.5,2.5%,55.7%,5.2%,54.5%,39.3%,43.1%
2024 (13 matches),,1.02,0.93,55.4,2.6,2.8%,55.4%,1.1%,55.4%,39.3%,42.5%
2023 (3 matches),,0.97,0.76,63.6,2.5,4.8%,57.9%,4.2%,48.7%,31.8%,41.2%
2022 (4 matches),,1.14,1.04,51.4,2.1,5.0%,59.3%,1.6%,60.6%,33.6%,40.0%
Career (52 matches),,1.00,0.95,56.6,2.7,3.0%,55.1%,2.4%,54.9%,41.5%,44.3%
