Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,12,3,9,25.0%,3,3,0,100.0%,2003,2013,R64,9,0.89,5.9%,4.6%,45.0%,69.0%,42.4%,54.4%,40.7%,58.1%,34.1%
Roland Garros,8,Clay,15,7,8,46.7%,1,0,1,0.0%,2003,2013,R32,11,0.99,3.8%,4.5%,47.3%,60.5%,45.7%,52.7%,46.8%,48.9%,57.0%
Wimbledon,7,Grass,18,10,8,55.6%,3,2,1,66.7%,2003,2011,R64,9,0.90,7.8%,4.7%,48.8%,69.5%,44.3%,56.6%,39.2%,55.4%,42.9%
US Open,9,Hard,13,4,9,30.8%,5,3,2,60.0%,2002,2013,R64,5,0.85,4.5%,4.2%,49.2%,64.5%,40.8%,52.4%,40.5%,43.2%,52.0%
Fed Cup,1,,1,1,0,100.0%,0,0,0,-,2005,2005,,0,,,,,,,,,,
Acapulco,12,Hard,27,15,12,55.6%,8,4,4,50.0%,2003,2018,F,10,0.99,3.8%,6.8%,45.5%,59.8%,47.8%,53.3%,46.4%,60.5%,44.9%
Bogota,9,Clay,16,7,9,43.8%,2,1,1,50.0%,2004,2013,SF,9,1.08,7.1%,8.0%,43.7%,70.8%,46.2%,56.9%,46.5%,53.9%,45.1%
Palermo,7,Clay,12,5,7,41.7%,1,0,1,0.0%,2003,2013,R32,2,0.75,3.4%,5.1%,51.7%,65.6%,31.6%,49.2%,38.4%,70.8%,50.0%
Birmingham,6,Grass,12,6,6,50.0%,4,3,1,75.0%,2004,2013,R16,6,0.95,5.7%,2.2%,56.1%,69.4%,52.0%,61.7%,36.3%,54.5%,21.7%
Indian Wells,6,Hard,7,1,6,14.3%,1,0,1,0.0%,2004,2012,R128,4,0.83,4.1%,4.5%,49.0%,59.7%,40.3%,49.8%,41.7%,53.7%,38.7%
Estoril,5,Clay,15,10,5,66.7%,3,2,1,66.7%,2003,2010,F,5,0.98,2.8%,3.7%,55.0%,56.5%,50.0%,53.6%,45.3%,42.5%,44.7%
