Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2013,14,7,7,50.0%,19-14,57.6%,160-143,52.8%,3-0,100.0%,0,,,,,,,,,,,,QF (2x)
2012,31,18,13,58.1%,40-28,58.8%,331-297,52.7%,3-2,60.0%,0,,,,,,,,,,,,W (Casablanca 25K)
2011,6,3,3,50.0%,6-7,46.2%,62-64,49.2%,1-1,50.0%,0,,,,,,,,,,,,QF (Nantes 50K)
2010,4,2,2,50.0%,4-4,50.0%,32-36,47.1%,1-0,100.0%,0,,,,,,,,,,,,QF (Cali 75K)
2009,24,17,7,70.8%,37-19,66.1%,297-225,56.9%,3-2,60.0%,0,,,,,,,,,,,,W (2x)
2008,17,12,5,70.6%,26-10,72.2%,206-156,56.9%,4-2,66.7%,0,,,,,,,,,,,,W (Mexico City 25K)
2007,23,10,13,43.5%,26-32,44.8%,285-292,49.4%,2-6,25.0%,0,,,,,,,,,,,,QF (3x)
2006,30,17,13,56.7%,34-32,51.5%,309-293,51.3%,5-5,50.0%,0,,,,,,,,,,,,F (Saint Cugat 25K)
2005,12,7,5,58.3%,13-13,50.0%,118-120,49.6%,1-1,50.0%,0,,,,,,,,,,,,F (Denain 75K)
2004,2,1,1,50.0%,2-2,50.0%,18-17,51.4%,0-0,-,0,,,,,,,,,,,,R16 (Bordeaux 75K)
2003,20,13,7,65.0%,31-17,64.6%,250-194,56.3%,3-1,75.0%,0,,,,,,,,,,,,W (Marseille 50K)
2002,46,32,14,69.6%,68-36,65.4%,534-437,55.0%,12-1,92.3%,0,,,,,,,,,,,,W (2x)
2001,46,35,11,76.1%,74-29,71.8%,551-366,60.1%,3-4,42.9%,0,,,,,,,,,,,,W (4x)
2000,13,6,7,46.2%,10-8,55.6%,89-84,51.4%,0-2,0.0%,0,,,,,,,,,,,,SF (Tortosa 10K)
1999,2,0,2,0.0%,1-4,20.0%,15-29,34.1%,0-0,-,0,,,,,,,,,,,,R32 (2x)
Career,290,180,110,62.1%,391-255,60.5%,3257-2753,54.2%,41-27,60.3%,0,,,,,,,,,,,,
