Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,9,5,4,55.6%,5,3,2,60.0%,2022,2026,R64,9,1.00,3.6%,3.2%,66.9%,68.0%,50.2%,62.1%,37.8%,49.3%,36.5%
Roland Garros,3,Clay,5,2,3,40.0%,2,1,1,50.0%,2022,2024,R64,5,0.93,3.1%,2.2%,65.7%,61.8%,47.7%,57.0%,39.8%,45.5%,38.3%
Wimbledon,3,Grass,7,4,3,57.1%,2,1,1,50.0%,2021,2023,R32,7,1.00,5.0%,2.3%,71.2%,66.8%,50.9%,62.2%,37.8%,64.3%,37.1%
US Open,3,Hard,8,5,3,62.5%,4,3,1,75.0%,2021,2023,R32,8,1.02,6.1%,3.8%,61.8%,70.3%,52.8%,63.6%,37.1%,52.5%,37.7%
Davis Cup,6,,10,7,3,70.0%,4,2,2,50.0%,2021,2026,,2,1.00,5.4%,2.3%,70.0%,70.3%,33.3%,59.2%,40.8%,45.5%,77.8%
Indian Wells Masters,2,Hard,5,3,2,60.0%,1,1,0,100.0%,2023,2024,R32,5,1.04,2.0%,5.7%,60.2%,70.0%,47.9%,61.2%,40.2%,60.7%,36.1%
Rio De Janeiro,2,Clay,3,1,2,33.3%,0,0,0,-,2023,2024,R16,3,1.02,0.6%,7.3%,64.0%,65.7%,45.8%,58.5%,42.2%,42.1%,42.9%
Buenos Aires,2,Clay,2,0,2,0.0%,2,0,2,0.0%,2023,2024,R32,2,0.92,4.1%,3.3%,59.3%,64.4%,62.0%,63.4%,33.8%,58.3%,37.5%
Hamburg,3,Clay,9,6,3,66.7%,6,5,1,83.3%,2021,2023,SF,9,0.97,3.8%,1.8%,66.4%,66.7%,52.9%,62.1%,36.8%,72.2%,29.5%
Rome Masters,2,Clay,3,1,2,33.3%,2,2,0,100.0%,2022,2023,R64,3,0.92,3.7%,2.5%,62.3%,66.4%,52.2%,61.1%,35.6%,56.5%,29.4%
Madrid Masters,2,Clay,3,1,2,33.3%,0,0,0,-,2022,2023,R64,3,0.92,4.6%,2.5%,68.0%,68.9%,45.5%,61.4%,35.5%,72.0%,33.3%
