Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,42,18,24,42.9%,48-62,43.6%,511-565,47.5%,10-9,52.6%,35,73.4%,19.0%,5.0%,3.7%,65.0%,66.6%,51.3%,61.2%,35.5%,48.5%,0.92
Clay,49,31,18,63.3%,71-51,58.2%,613-554,52.5%,14-4,77.8%,47,74.6%,28.4%,3.4%,2.4%,64.7%,65.5%,52.0%,60.7%,40.5%,50.6%,1.03
Grass,7,3,4,42.9%,9-11,45.0%,98-96,50.5%,0-3,0.0%,7,84.7%,17.0%,5.7%,3.6%,69.4%,70.7%,48.8%,64.0%,33.2%,49.4%,0.92
Grand Slams,17,8,9,47.1%,30-35,46.2%,301-320,48.5%,6-5,54.5%,17,75.2%,21.4%,4.8%,3.1%,65.4%,67.5%,50.8%,61.7%,36.7%,49.2%,0.96
Masters,14,7,7,50.0%,16-15,51.6%,149-151,49.7%,3-1,75.0%,13,78.2%,20.8%,3.9%,3.2%,66.1%,68.5%,49.6%,62.1%,37.2%,49.8%,0.98
Other Tours,57,30,27,52.6%,67-66,50.4%,644-649,49.8%,13-8,61.9%,57,74.3%,25.0%,4.0%,3.0%,64.8%,65.3%,52.7%,60.9%,38.6%,49.8%,0.99
Best of 5,17,8,9,47.1%,30-35,46.2%,301-320,48.5%,6-5,54.5%,17,75.2%,21.4%,4.8%,3.1%,65.4%,67.5%,50.8%,61.7%,36.7%,49.2%,0.96
Best of 3,81,44,37,54.3%,98-89,52.4%,921-895,50.7%,18-11,62.1%,72,74.9%,24.4%,4.0%,3.1%,65.2%,66.1%,51.7%,61.1%,38.4%,49.8%,0.99
Finals,3,0,3,0.0%,2-6,25.0%,30-45,40.0%,1-0,100.0%,3,52.6%,25.0%,1.3%,0.9%,57.1%,60.2%,43.0%,52.8%,37.4%,45.4%,0.79
Semi-finals,5,3,2,60.0%,6-5,54.5%,55-53,50.9%,1-1,50.0%,5,63.0%,38.5%,3.1%,3.1%,64.8%,62.2%,44.4%,56.0%,44.5%,50.6%,1.01
Quarter-finals,7,5,2,71.4%,9-6,60.0%,74-63,54.0%,1-0,100.0%,7,76.8%,31.9%,2.6%,2.4%,68.7%,63.0%,60.2%,62.1%,41.0%,51.3%,1.08
vs Righties,89,47,42,52.8%,114-113,50.2%,1104-1100,50.1%,21-16,56.8%,80,75.6%,22.9%,4.1%,3.1%,65.4%,66.5%,52.0%,61.5%,37.5%,49.6%,0.97
vs Lefties,9,5,4,55.6%,14-11,56.0%,118-115,50.6%,3-0,100.0%,9,69.8%,29.8%,5.7%,2.5%,64.0%,66.3%,46.7%,59.3%,41.3%,50.4%,1.01
vs Top 10,11,2,9,18.2%,7-20,25.9%,112-151,42.6%,2-3,40.0%,9,67.6%,16.4%,3.5%,3.1%,62.8%,65.2%,45.3%,57.7%,32.1%,45.3%,0.76
