Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2024 Australian Open Q2,W vs Millman,21.5%,30.8%,54.2%,28.9%,25.0%,37.5%,63.9%,35.0%,17.4%,36.0%,20.0%,14.3%,14.3%,25.0%,11
2023 US Open R128,L vs Dimitrov,26.4%,33.5%,56.8%,31.0%,29.0%,39.3%,59.2%,36.9%,24.0%,40.4%,33.3%,25.8%,28.8%,53.1%,103
2023 Buenos Aires R32,L vs Thiem,20.4%,31.5%,61.0%,26.1%,25.0%,38.9%,59.3%,33.6%,26.7%,42.9%,0.0%,12.5%,18.8%,64.3%,4
2023 Davis Cup Qualifiers RR,L vs Van Rijthoven,25.4%,33.3%,52.2%,30.3%,32.9%,44.7%,57.9%,40.2%,20.6%,45.1%,33.3%,10.8%,10.8%,42.4%,-11
2023 Australian Open R128,W vs Wawrinka,17.5%,27.9%,50.4%,21.9%,25.6%,36.7%,43.3%,33.1%,12.2%,44.9%,22.2%,6.7%,16.7%,58.9%,-49
2023 Pune R32,L vs Djere,20.0%,23.6%,50.0%,21.8%,24.2%,30.3%,52.0%,27.3%,16.7%,47.6%,100.0%,15.0%,15.0%,47.1%,32
2022 Hamburg SF,L vs Alcaraz,11.0%,24.7%,43.8%,20.4%,11.8%,29.4%,51.1%,25.3%,24.0%,57.7%,66.7%,9.5%,14.3%,26.3%,-18
2022 Lyon F,L vs Norrie,19.6%,30.4%,41.7%,25.9%,22.6%,37.7%,51.2%,33.6%,54.2%,37.9%,0.0%,16.2%,21.6%,29.0%,-1
2022 Lyon R16,W vs Khachanov,25.8%,38.7%,59.1%,32.6%,34.3%,51.4%,60.9%,46.3%,15.0%,40.0%,0.0%,16.0%,24.0%,57.1%,33
2022 Munich R16,L vs Ruud,18.2%,38.6%,56.5%,28.6%,18.0%,44.3%,62.0%,33.1%,13.8%,53.1%,100.0%,20.8%,29.2%,42.1%,86
2022 Marrakech F,L vs Goffin,22.8%,30.4%,47.5%,28.4%,27.3%,36.4%,50.0%,37.3%,29.4%,66.7%,100.0%,17.1%,22.9%,44.8%,-79
2022 Marrakech SF,W vs Djere,33.9%,39.0%,51.5%,36.6%,50.0%,55.9%,47.1%,54.7%,46.7%,47.4%,-,15.8%,21.1%,56.3%,-79
2022 Dubai R16,L vs Hurkacz,27.3%,41.8%,39.5%,34.5%,31.8%,50.0%,36.7%,40.9%,44.4%,42.3%,50.0%,10.0%,20.0%,55.6%,-26
2022 Australian Open R128,W vs Safiullin,21.5%,32.9%,62.8%,29.7%,25.2%,39.6%,63.9%,36.2%,28.3%,36.9%,50.0%,11.8%,14.7%,60.0%,-2
2022 Melbourne QF,L vs Ruusuvuori,14.3%,23.8%,38.2%,18.1%,16.7%,23.3%,32.0%,22.0%,25.0%,64.3%,66.7%,10.0%,30.0%,55.6%,-26
2021 Belgrade 2 F,L vs Djokovic,8.1%,19.4%,40.4%,13.2%,11.1%,22.2%,46.9%,20.0%,20.0%,47.6%,0.0%,3.8%,15.4%,32.0%,-79
Career (16 matches),,21.3%,31.6%,51.5%,27.2%,25.8%,39.1%,53.9%,35.1%,25.0%,45.4%,41.5%,14.3%,20.0%,47.6%,27
