Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,2,1,1,50.0%,2-2,50.0%,23-22,51.1%,0-1,0.0%,0,,,,,,,,,,,,
2025,1,1,0,100.0%,2-0,100.0%,13-10,56.5%,1-0,100.0%,0,,,,,,,,,,,,
2024,2,1,1,50.0%,2-3,40.0%,23-21,52.3%,0-1,0.0%,2,61.9%,45.5%,2.9%,4.3%,64.5%,61.8%,34.7%,52.2%,47.7%,50.0%,1.00,
2023,34,16,18,47.1%,42-47,47.2%,418-440,48.7%,9-4,69.2%,30,73.5%,21.8%,3.5%,3.6%,65.0%,65.8%,50.8%,60.6%,36.6%,48.9%,0.93,SF (Banja Luka)
2022,46,26,20,56.5%,63-54,53.8%,578-565,50.6%,12-10,54.5%,44,76.5%,22.7%,4.5%,2.7%,65.5%,67.1%,53.1%,62.3%,37.6%,49.9%,1.00,F (2x)
2021,13,7,6,53.8%,17-18,48.6%,167-157,51.5%,2-0,100.0%,13,75.0%,27.8%,5.2%,2.8%,65.0%,66.2%,49.9%,60.5%,40.7%,50.7%,1.03,F (Belgrade 2)
Career,98,52,46,53.1%,128-124,50.8%,1222-1215,50.1%,24-16,60.0%,89,75.0%,23.6%,4.2%,3.1%,65.2%,66.5%,51.4%,61.2%,37.9%,49.7%,0.98,
