Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 Australian Open Q2,W vs Millman,86.0%,57.1%,3.5%,1/1,1.98,8.3%,84.8%,64.3%,6.1%,2.01,11.1%,87.5%,47.6%,0.0%,1.88,0.0%
2023 US Open R128,L vs Dimitrov,69.6%,37.5%,0.5%,0/1,2.47,57.6%,65.2%,34.2%,0.9%,2.45,53.9%,85.9%,41.8%,0.0%,2.51,63.3%
2023 Buenos Aires R32,L vs Thiem,78.6%,38.2%,0.0%,0/0,2.11,4.9%,74.5%,37.1%,0.0%,2.11,7.4%,90.9%,40.0%,0.0%,2.11,0.0%
2023 Davis Cup Qualifiers RR,L vs Van Rijthoven,62.3%,45.5%,0.9%,1/0,2.51,20.0%,47.9%,42.9%,1.4%,2.55,31.6%,93.9%,48.4%,0.0%,2.44,0.0%
2023 Australian Open R128,W vs Wawrinka,76.7%,55.3%,4.1%,4/3,2.41,39.8%,66.3%,41.5%,3.1%,2.42,70.1%,95.7%,68.7%,5.7%,2.40,3.6%
2023 Pune R32,L vs Djere,56.1%,21.7%,7.3%,3/0,-,19.0%,44.4%,25.0%,0.0%,-,32.0%,78.6%,18.2%,21.4%,-,0.0%
2022 Hamburg SF,L vs Alcaraz,88.7%,36.2%,7.5%,2/2,2.31,3.1%,87.5%,31.4%,2.5%,2.30,4.4%,100.0%,50.0%,25.0%,2.34,0.0%
2022 Lyon F,L vs Norrie,70.0%,49.2%,3.3%,1/2,2.35,1.4%,62.7%,45.9%,0.0%,2.06,2.4%,89.7%,53.8%,10.3%,2.73,0.0%
2022 Lyon R16,W vs Khachanov,70.0%,57.1%,5.0%,1/2,2.05,6.8%,61.9%,53.8%,4.8%,1.98,8.7%,94.1%,62.5%,5.9%,2.12,4.8%
2022 Munich R16,L vs Ruud,72.3%,45.2%,3.0%,2/1,2.08,2.9%,67.7%,38.6%,1.5%,1.94,4.1%,96.7%,55.2%,6.7%,2.45,0.0%
2022 Marrakech F,L vs Goffin,73.8%,39.0%,5.0%,2/2,2.33,4.9%,68.2%,36.7%,2.3%,2.47,9.4%,96.7%,41.4%,10.0%,2.17,0.0%
2022 Marrakech SF,W vs Djere,72.9%,48.6%,6.3%,1/2,2.33,0.0%,69.6%,56.3%,4.3%,2.47,0.0%,95.0%,42.1%,10.0%,2.19,0.0%
2022 Dubai R16,L vs Hurkacz,58.2%,43.8%,3.6%,1/1,1.97,10.8%,45.5%,26.7%,6.1%,1.95,13.8%,89.5%,58.8%,0.0%,2.00,11.1%
2022 Australian Open R128,W vs Safiullin,80.0%,42.7%,1.9%,1/2,2.20,15.2%,72.2%,39.7%,1.9%,2.25,19.5%,97.9%,47.8%,2.1%,2.08,3.3%
2022 Melbourne QF,L vs Ruusuvuori,85.0%,20.6%,2.5%,0/1,1.94,0.0%,87.5%,14.3%,3.1%,1.86,0.0%,75.0%,50.0%,0.0%,2.17,0.0%
2021 Belgrade 2 F,L vs Djokovic,75.5%,45.9%,0.0%,0/0,2.45,0.0%,70.4%,42.1%,0.0%,2.53,0.0%,94.7%,50.0%,0.0%,2.34,0.0%
Career (16 matches),,73.4%,44.1%,2.9%,50.0%,2.29,17.6%,66.7%,39.4%,2.1%,2.26,22.6%,92.4%,50.6%,4.8%,2.33,9.3%
