Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),189,314,149,1636,142,1599,123,1607,,,,,,
2025,204,286,133,1650,120,1611,112,1620,,,,,,
2024,472,86,151,1626,128,1602,124,1603,,,,,,
2023,119,547,106,1685,96,1647,82,1668,88,1585,,,,
2022,50,895,58,1775,76,1687,38,1770,61,1654,,,,
2021,88,806,51,1796,54,1735,47,1742,58,1647,,,,
2020,312,145,,,,,,,,,530,75,,
2019,287,141,203,1546,197,1502,178,1505,,,509,75,,
2018,347,60,,,,,,,,,,,,
2017,499,70,,,,,,,,,1422,8,,
2016,669,40,,,,,,,,,1032,26,,
2015,865,20,,,,,,,,,,,,
