Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
1999 US Open QF,L vs Martin,28.8%,44.0%,56.3%,39.7%,31.5%,47.2%,59.0%,46.7%,8.9%,63.6%,75.0%,23.5%,38.2%,50.0%,5
1994 Rome SF,L vs Sampras,9.8%,15.7%,46.5%,12.7%,10.8%,18.9%,45.5%,14.9%,15.4%,58.3%,57.1%,9.1%,9.1%,50.0%,-39
Career (2 matches),,23.3%,35.8%,53.1%,31.9%,25.4%,38.9%,54.3%,37.4%,10.3%,61.8%,63.6%,20.0%,31.1%,50.0%,72
