Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,89,38,51,42.7%,114-134,46.0%,1188-1244,48.8%,15-22,40.5%,88,72.8%,26.1%,4.3%,3.6%,63.1%,66.6%,49.9%,60.4%,39.6%,49.8%,1.00
Clay,262,147,115,56.1%,343-279,55.1%,3019-2842,51.5%,44-29,60.3%,246,68.4%,34.8%,2.6%,3.1%,67.1%,62.9%,48.3%,58.1%,43.6%,50.8%,1.04
Grass,15,5,10,33.3%,21-31,40.4%,240-270,47.1%,5-4,55.6%,14,74.8%,20.2%,2.5%,4.4%,62.3%,67.6%,46.7%,59.7%,38.1%,48.8%,0.95
Carpet,24,6,18,25.0%,15-42,26.3%,259-317,45.0%,2-8,20.0%,20,76.9%,17.1%,7.7%,5.3%,49.2%,71.5%,49.9%,60.5%,35.1%,47.9%,0.89
Grand Slams,56,26,30,46.4%,100-105,48.8%,981-1012,49.2%,17-12,58.6%,54,72.8%,25.3%,3.4%,3.5%,65.3%,66.9%,47.5%,60.2%,39.7%,49.7%,1.00
Masters,57,31,26,54.4%,70-61,53.4%,650-586,52.6%,10-8,55.6%,57,71.4%,34.4%,2.8%,2.5%,69.9%,62.7%,51.7%,59.4%,43.6%,51.4%,1.07
Other Tours,266,136,130,51.1%,309-296,51.1%,2905-2881,50.2%,38-39,49.4%,257,69.3%,31.8%,3.4%,3.6%,63.6%,64.0%,48.7%,58.4%,42.1%,50.3%,1.01
Best of 5,67,29,38,43.3%,115-130,46.9%,1165-1225,48.7%,20-17,54.1%,55,72.9%,25.4%,3.4%,3.4%,65.2%,66.8%,47.8%,60.2%,39.8%,49.8%,1.00
Best of 3,323,167,156,51.7%,378-356,51.5%,3541-3448,50.7%,46-46,50.0%,313,69.6%,32.3%,3.3%,3.4%,64.7%,63.7%,49.1%,58.6%,42.4%,50.4%,1.02
Finals,7,3,4,42.9%,7-10,41.2%,76-91,45.5%,3-1,75.0%,7,67.1%,22.2%,3.0%,1.3%,63.3%,62.4%,48.8%,57.4%,39.6%,48.5%,0.93
Semi-finals,18,6,12,33.3%,15-25,37.5%,173-207,45.5%,3-1,75.0%,18,65.1%,25.3%,2.3%,2.9%,69.2%,59.8%,51.2%,57.2%,40.0%,48.2%,0.93
Quarter-finals,35,18,17,51.4%,42-42,50.0%,396-411,49.1%,4-6,40.0%,35,65.8%,33.3%,2.4%,2.5%,67.3%,61.0%,48.6%,56.9%,42.6%,49.8%,0.99
vs Righties,334,163,171,48.8%,414-424,49.4%,4006-4038,49.8%,57-57,50.0%,314,70.0%,30.5%,3.2%,3.3%,65.0%,64.1%,48.5%,58.7%,41.7%,50.2%,1.01
vs Lefties,56,33,23,58.9%,79-62,56.0%,700-635,52.4%,9-6,60.0%,54,72.0%,32.0%,3.9%,3.7%,63.9%,66.3%,50.5%,60.6%,42.2%,51.1%,1.07
vs Top 10,41,13,28,31.7%,36-71,33.6%,451-563,44.5%,6-10,37.5%,37,67.0%,24.1%,3.5%,3.1%,65.9%,62.1%,48.3%,57.4%,38.2%,47.9%,0.90
