Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2001,152,253,91,1711,89,1646,81,1700,93,1571,1051,12,,
2000,64,619,68,1776,71,1708,56,1749,80,1589,933,16,,
1999,63,763,50,1824,44,1778,48,1797,85,1594,733,35,,
1998,64,723,39,1869,55,1742,22,1885,62,1635,156,421,,
1997,43,899,36,1898,42,1788,22,1914,64,1635,191,328,,
1996,66,717,35,1881,85,1698,28,1875,,,142,458,,
1995,60,,68,1805,,,54,1792,70,1633,1177,3,,
1994,29,,40,1860,,,27,1874,64,1655,258,201,,
1993,68,,73,1794,123,1640,49,1794,85,1611,363,114,,
1992,159,,165,1643,198,1523,130,1646,,,522,36,,
1991,201,,238,1419,226,1427,222,1408,,,274,146,,
1990,146,,,,,,,,,,225,175,,
1989,265,,,,,,,,,,302,,,
1988,561,,,,,,,,,,460,,,
