Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2001,21,5,16,23.8%,17-40,29.8%,229-306,42.8%,2-5,28.6%,21,60.8%,25.7%,2.2%,4.3%,64.1%,61.0%,44.9%,55.2%,38.3%,47.0%,0.86,QF (Mallorca)
2000,41,17,24,41.5%,51-60,45.9%,525-539,49.3%,7-7,50.0%,37,72.7%,29.0%,2.1%,2.8%,69.1%,64.6%,51.2%,60.5%,41.2%,50.5%,1.04,QF (Sydney)
1999,29,16,13,55.2%,48-33,59.3%,421-396,51.5%,7-5,58.3%,27,73.2%,30.0%,4.2%,2.8%,66.7%,66.4%,49.2%,60.7%,41.1%,50.7%,1.05,F (Prague)
1998,48,26,22,54.2%,61-55,52.6%,560-536,51.1%,10-11,47.6%,46,72.1%,29.2%,3.9%,3.2%,61.8%,66.3%,47.6%,59.1%,41.5%,50.4%,1.02,F (2x)
1997,41,24,17,58.5%,58-51,53.2%,558-530,51.3%,13-6,68.4%,41,73.8%,28.8%,3.8%,2.9%,65.8%,65.4%,52.6%,61.0%,41.4%,50.9%,1.06,W (Amsterdam)
1996,35,21,14,60.0%,48-31,60.8%,420-360,53.8%,6-9,40.0%,35,73.5%,34.2%,2.9%,2.0%,65.9%,65.0%,50.6%,60.1%,43.4%,51.6%,1.09,W (Munich)
1995,54,27,27,50.0%,68-67,50.4%,631-615,50.6%,8-5,61.5%,51,71.6%,31.4%,4.1%,3.6%,63.7%,65.1%,48.4%,59.0%,41.8%,50.3%,1.02,W (Santiago)
1994,61,36,25,59.0%,81-67,54.7%,724-683,51.5%,8-8,50.0%,58,67.8%,36.7%,2.5%,3.9%,67.1%,62.9%,45.9%,57.3%,44.4%,50.9%,1.04,SF (7x)
1993,31,16,15,51.6%,38-33,53.5%,337-330,50.5%,3-2,60.0%,30,64.5%,35.1%,3.3%,3.4%,65.3%,62.1%,46.6%,56.8%,43.9%,50.2%,1.02,F (Sao Paulo)
1992,6,3,3,50.0%,5-8,38.5%,57-69,45.2%,0-1,0.0%,6,60.6%,31.8%,2.0%,2.9%,70.1%,57.0%,50.7%,55.1%,41.3%,48.4%,0.92,QF (Bologna)
1991,17,4,13,23.5%,14-31,31.1%,196-240,45.0%,1-4,20.0%,16,69.8%,17.5%,5.0%,7.0%,48.8%,67.9%,51.2%,59.3%,35.2%,47.0%,0.86,R16 (Rotterdam)
1990,4,1,3,25.0%,2-6,25.0%,28-37,43.1%,1-0,100.0%,0,,,,,,,,,,,,R16 (San Remo)
1989,2,0,2,0.0%,2-4,33.3%,20-32,38.5%,0-0,-,0,,,,,,,,,,,,R32 (Prague)
Career,390,196,194,50.3%,493-486,50.4%,4706-4673,50.2%,66-63,51.2%,368,70.3%,30.8%,3.3%,3.4%,64.8%,64.4%,48.8%,58.9%,41.8%,50.3%,1.02,
