Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,14,8,6,57.1%,5,3,2,60.0%,1991,2001,R16,14,1.03,4.0%,3.2%,62.7%,68.9%,48.4%,61.3%,39.8%,57.9%,40.5%
Roland Garros,9,Clay,17,8,9,47.1%,9,4,5,44.4%,1991,2001,R16,16,0.98,2.0%,2.7%,70.7%,61.7%,48.6%,57.8%,41.5%,59.2%,38.7%
Wimbledon,8,Grass,12,4,8,33.3%,6,4,2,66.7%,1993,2001,R64,11,0.94,2.0%,4.6%,62.1%,66.9%,45.2%,58.7%,38.6%,56.5%,36.5%
US Open,7,Hard,13,6,7,46.2%,9,6,3,66.7%,1992,2001,QF,13,1.03,5.3%,3.7%,64.1%,71.4%,47.3%,62.7%,38.3%,55.7%,44.3%
Olympics,1,,1,0,1,0.0%,1,0,1,0.0%,2000,2000,R64,0,,,,,,,,,,
Davis Cup,5,,11,3,8,27.3%,5,1,4,20.0%,1994,2000,,0,,,,,,,,,,
Stuttgart Outdoor,8,Clay,14,6,8,42.9%,4,1,3,25.0%,1989,2000,R16,13,0.98,4.4%,3.5%,64.2%,63.9%,48.1%,58.2%,41.1%,56.5%,40.6%
Prague,7,Clay,20,13,7,65.0%,5,4,1,80.0%,1989,1999,F,18,1.10,2.3%,3.1%,60.5%,64.1%,48.4%,57.9%,46.5%,57.0%,47.3%
Hamburg Masters,7,Clay,16,9,7,56.3%,3,3,0,100.0%,1994,2000,R16,16,1.05,2.0%,1.6%,73.5%,61.2%,56.3%,59.9%,42.1%,61.8%,41.4%
Monte Carlo Masters,6,Clay,13,7,6,53.8%,2,1,1,50.0%,1994,2000,R16,13,1.08,1.6%,2.7%,71.4%,59.5%,48.4%,56.3%,47.2%,57.7%,48.3%
Kitzbuhel,6,Clay,12,6,6,50.0%,2,0,2,0.0%,1996,2001,SF,12,0.98,3.2%,4.1%,61.4%,65.7%,46.2%,58.2%,40.9%,52.3%,47.1%
Munich,5,Clay,14,10,4,71.4%,4,4,0,100.0%,1994,2000,W,14,1.14,1.5%,0.6%,74.7%,66.2%,57.0%,63.9%,41.2%,61.0%,34.1%
